"Ano","Motivo/Situação","CID","Qte Acidentes","Situação"
"2008","Típico-Com Cat","R73:Aumento da Glicemia","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R74:Anormalidades dos Niveis de Enzimas Seric","1","Com Cat Registrada"
"2008","Típico-Com Cat","R76:Outr Achados Imunologicos Anormais no Sor","3","Com Cat Registrada"
"2008","Trajeto-Com Cat","R76:Outr Achados Imunologicos Anormais no Sor","1","Com Cat Registrada"
"2008","Típico-Com Cat","R78:Presenca Drog Outr Subst Norm N Encontr S","2","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R78:Presenca Drog Outr Subst Norm N Encontr S","2","Com Cat Registrada"
"2008","Típico-Com Cat","R79:Outr Achados Anormais Exames Quimicos San","6","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R79:Outr Achados Anormais Exames Quimicos San","2","Com Cat Registrada"
"2008","Típico-Com Cat","R82:Outr Achados Anormais na Urina","1","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R82:Outr Achados Anormais na Urina","1","Com Cat Registrada"
"2008","Típico-Com Cat","R83:Achados Anormais Liquido Cefalorraquidian","26","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R83:Achados Anormais Liquido Cefalorraquidian","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R83:Achados Anormais Liquido Cefalorraquidian","2","Com Cat Registrada"
"2008","Típico-Com Cat","R84:Achados Anormais Mat Prov Org Respirat To","9","Com Cat Registrada"
"2008","Típico-Com Cat","R85:Achados Anorm Mat Prov Org Digest Cav Abd","26","Com Cat Registrada"
"2008","Trajeto-Com Cat","R85:Achados Anorm Mat Prov Org Digest Cav Abd","1","Com Cat Registrada"
"2008","Típico-Com Cat","R86:Achados Anormais Mat Prov Org Genitais Ma","7","Com Cat Registrada"
"2008","Trajeto-Com Cat","R86:Achados Anormais Mat Prov Org Genitais Ma","2","Com Cat Registrada"
"2008","Típico-Com Cat","R87:Achados Anormais Mat Prov Org Genitais Fe","9","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R87:Achados Anormais Mat Prov Org Genitais Fe","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R87:Achados Anormais Mat Prov Org Genitais Fe","1","Com Cat Registrada"
"2008","Típico-Com Cat","R89:Achados Anorms Mat Prov Outr Org Ap Sist","18","Com Cat Registrada"
"2008","Trajeto-Com Cat","R89:Achados Anorms Mat Prov Outr Org Ap Sist","2","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R91:Achados Anorm Exames Diagn Imagem do Pulm","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R91:Achados Anorm Exames Diagn Imagem do Pulm","2","Com Cat Registrada"
"2008","Típico-Com Cat","R93:Achados Anorm Exam Diagn Imag Out Estr Co","22","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R93:Achados Anorm Exam Diagn Imag Out Estr Co","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","R93:Achados Anorm Exam Diagn Imag Out Estr Co","8","Com Cat Registrada"
"2008","Típico-Com Cat","R94:Resultados Anormais de Estudos de Funcao","1","Com Cat Registrada"
"2008","Típico-Com Cat","R96:Outr Mortes Subitas de Causa Desconhecida","94","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","R96:Outr Mortes Subitas de Causa Desconhecida","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R96:Outr Mortes Subitas de Causa Desconhecida","73","Com Cat Registrada"
"2008","Típico-Com Cat","R98:Morte s/Assist","6","Com Cat Registrada"
"2008","Trajeto-Com Cat","R98:Morte s/Assist","3","Com Cat Registrada"
"2008","Típico-Com Cat","R99:Outr Causas Mal Definidas e Ne Mortalidad","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","R99:Outr Causas Mal Definidas e Ne Mortalidad","1","Com Cat Registrada"
"2008","Típico-Com Cat","S00:Traum Superf da Cabeca","4517","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S00:Traum Superf da Cabeca","7","Com Cat Registrada"
"2008","Trajeto-Com Cat","S00:Traum Superf da Cabeca","862","Com Cat Registrada"
"2008","Típico-Com Cat","S01:Ferim da Cabeca","11597","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S01:Ferim da Cabeca","13","Com Cat Registrada"
"2008","Trajeto-Com Cat","S01:Ferim da Cabeca","1263","Com Cat Registrada"
"2008","Típico-Com Cat","S02:Frat do Cranio e dos Ossos da Face","1409","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S02:Frat do Cranio e dos Ossos da Face","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S02:Frat do Cranio e dos Ossos da Face","850","Com Cat Registrada"
"2008","Típico-Com Cat","S03:Luxacao Entorse Distensao Artic Lig Cabec","129","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S03:Luxacao Entorse Distensao Artic Lig Cabec","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S03:Luxacao Entorse Distensao Artic Lig Cabec","31","Com Cat Registrada"
"2008","Típico-Com Cat","S04:Traum dos Nervos Cranianos","82","Com Cat Registrada"
"2008","Trajeto-Com Cat","S04:Traum dos Nervos Cranianos","30","Com Cat Registrada"
"2008","Típico-Com Cat","S05:Traum do Olho e da Orbita Ocular","2990","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S05:Traum do Olho e da Orbita Ocular","7","Com Cat Registrada"
"2008","Trajeto-Com Cat","S05:Traum do Olho e da Orbita Ocular","102","Com Cat Registrada"
"2008","Típico-Com Cat","S06:Traum Intracraniano","2024","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S06:Traum Intracraniano","21","Com Cat Registrada"
"2008","Trajeto-Com Cat","S06:Traum Intracraniano","1432","Com Cat Registrada"
"2008","Típico-Com Cat","S07:Lesoes p/Esmag da Cabeca","121","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S07:Lesoes p/Esmag da Cabeca","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S07:Lesoes p/Esmag da Cabeca","26","Com Cat Registrada"
"2008","Típico-Com Cat","S08:Amput Traum de Parte da Cabeca","61","Com Cat Registrada"
"2008","Trajeto-Com Cat","S08:Amput Traum de Parte da Cabeca","11","Com Cat Registrada"
"2008","Típico-Com Cat","S09:Outr Traum da Cabeca e Os Ne","1813","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S09:Outr Traum da Cabeca e Os Ne","11","Com Cat Registrada"
"2008","Trajeto-Com Cat","S09:Outr Traum da Cabeca e Os Ne","692","Com Cat Registrada"
"2008","Típico-Com Cat","S10:Traum Superf do Pescoco","426","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S10:Traum Superf do Pescoco","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S10:Traum Superf do Pescoco","190","Com Cat Registrada"
"2008","Típico-Com Cat","S11:Ferim do Pescoco","240","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S11:Ferim do Pescoco","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S11:Ferim do Pescoco","49","Com Cat Registrada"
"2008","Típico-Com Cat","S12:Frat do Pescoco","173","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S12:Frat do Pescoco","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S12:Frat do Pescoco","141","Com Cat Registrada"
"2008","Típico-Com Cat","S13:Luxacao Entorse Distensao Artic Lig Pesco","648","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S13:Luxacao Entorse Distensao Artic Lig Pesco","17","Com Cat Registrada"
"2008","Trajeto-Com Cat","S13:Luxacao Entorse Distensao Artic Lig Pesco","235","Com Cat Registrada"
"2008","Típico-Com Cat","S14:Traum Nervos Medula Espinhal Nivel Cervic","190","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S14:Traum Nervos Medula Espinhal Nivel Cervic","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S14:Traum Nervos Medula Espinhal Nivel Cervic","104","Com Cat Registrada"
"2008","Típico-Com Cat","S15:Traum dos Vasos Sanguineos Nivel do Pesco","13","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S15:Traum dos Vasos Sanguineos Nivel do Pesco","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S15:Traum dos Vasos Sanguineos Nivel do Pesco","3","Com Cat Registrada"
"2008","Típico-Com Cat","S16:Traum de Tendoes e de Musculos do Pescoco","36","Com Cat Registrada"
"2008","Trajeto-Com Cat","S16:Traum de Tendoes e de Musculos do Pescoco","15","Com Cat Registrada"
"2008","Típico-Com Cat","S17:Lesoes p/Esmag do Pescoco","12","Com Cat Registrada"
"2008","Trajeto-Com Cat","S17:Lesoes p/Esmag do Pescoco","1","Com Cat Registrada"
"2008","Típico-Com Cat","S18:Amput Traum ao Nivel do Pescoco","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S18:Amput Traum ao Nivel do Pescoco","3","Com Cat Registrada"
"2008","Típico-Com Cat","S19:Outr Traum do Pescoco e Os Ne","103","Com Cat Registrada"
"2008","Trajeto-Com Cat","S19:Outr Traum do Pescoco e Os Ne","62","Com Cat Registrada"
"2008","Típico-Com Cat","S20:Traum Superf do Torax","3092","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S20:Traum Superf do Torax","3","Com Cat Registrada"
"2008","Trajeto-Com Cat","S20:Traum Superf do Torax","852","Com Cat Registrada"
"2008","Típico-Com Cat","S21:Ferim do Torax","408","Com Cat Registrada"
"2008","Trajeto-Com Cat","S21:Ferim do Torax","86","Com Cat Registrada"
"2008","Típico-Com Cat","S22:Frat de Costelas Esterno e Coluna Toracic","1779","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S22:Frat de Costelas Esterno e Coluna Toracic","9","Com Cat Registrada"
"2008","Trajeto-Com Cat","S22:Frat de Costelas Esterno e Coluna Toracic","687","Com Cat Registrada"
"2008","Típico-Com Cat","S23:Luxacao Entorse Distensao Artic Lig do To","312","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S23:Luxacao Entorse Distensao Artic Lig do To","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S23:Luxacao Entorse Distensao Artic Lig do To","64","Com Cat Registrada"
"2008","Típico-Com Cat","S24:Traum Nervos e Medula Espinhal Nivel Tora","59","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S24:Traum Nervos e Medula Espinhal Nivel Tora","3","Com Cat Registrada"
"2008","Trajeto-Com Cat","S24:Traum Nervos e Medula Espinhal Nivel Tora","34","Com Cat Registrada"
"2008","Típico-Com Cat","S25:Traum de Vasos Sanguineos do Torax","25","Com Cat Registrada"
"2008","Trajeto-Com Cat","S25:Traum de Vasos Sanguineos do Torax","8","Com Cat Registrada"
"2008","Típico-Com Cat","S26:Traum do Coracao","3","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S26:Traum do Coracao","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S26:Traum do Coracao","3","Com Cat Registrada"
"2008","Típico-Com Cat","S27:Traum de Outr Orgaos Intratoracicos e Dos","138","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S27:Traum de Outr Orgaos Intratoracicos e Dos","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S27:Traum de Outr Orgaos Intratoracicos e Dos","80","Com Cat Registrada"
"2008","Típico-Com Cat","S28:Lesao p/Esmag Torax Amput Traum Parte Tor","35","Com Cat Registrada"
"2008","Trajeto-Com Cat","S28:Lesao p/Esmag Torax Amput Traum Parte Tor","8","Com Cat Registrada"
"2008","Típico-Com Cat","S29:Outr Traum do Torax e Os Ne","401","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S29:Outr Traum do Torax e Os Ne","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S29:Outr Traum do Torax e Os Ne","132","Com Cat Registrada"
"2008","Típico-Com Cat","S30:Traum Superf do Abdome do Dorso e da Pelv","2979","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S30:Traum Superf do Abdome do Dorso e da Pelv","18","Com Cat Registrada"
"2008","Trajeto-Com Cat","S30:Traum Superf do Abdome do Dorso e da Pelv","661","Com Cat Registrada"
"2008","Típico-Com Cat","S31:Ferim do Abdome do Dorso e da Pelve","611","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S31:Ferim do Abdome do Dorso e da Pelve","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S31:Ferim do Abdome do Dorso e da Pelve","100","Com Cat Registrada"
"2008","Típico-Com Cat","S32:Frat da Coluna Lombar e da Pelve","1514","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S32:Frat da Coluna Lombar e da Pelve","11","Com Cat Registrada"
"2008","Trajeto-Com Cat","S32:Frat da Coluna Lombar e da Pelve","817","Com Cat Registrada"
"2008","Típico-Com Cat","S33:Luxac Entors Dist Artic Lig Col Lombar Pe","1778","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S33:Luxac Entors Dist Artic Lig Col Lombar Pe","50","Com Cat Registrada"
"2008","Trajeto-Com Cat","S33:Luxac Entors Dist Artic Lig Col Lombar Pe","156","Com Cat Registrada"
"2008","Típico-Com Cat","S34:Traum Nerv Med Lombar Niv Abdome Dorso Pe","130","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S34:Traum Nerv Med Lombar Niv Abdome Dorso Pe","3","Com Cat Registrada"
"2008","Trajeto-Com Cat","S34:Traum Nerv Med Lombar Niv Abdome Dorso Pe","44","Com Cat Registrada"
"2008","Típico-Com Cat","S35:Traum Vasos Sang Nivel Abdome Dorso Pelve","21","Com Cat Registrada"
"2008","Trajeto-Com Cat","S35:Traum Vasos Sang Nivel Abdome Dorso Pelve","13","Com Cat Registrada"
"2008","Típico-Com Cat","S36:Traum de Orgaos Intra-Abdominais","203","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S36:Traum de Orgaos Intra-Abdominais","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S36:Traum de Orgaos Intra-Abdominais","188","Com Cat Registrada"
"2008","Típico-Com Cat","S37:Traum do Aparelho Urinario e Orgaos Pelvi","72","Com Cat Registrada"
"2008","Trajeto-Com Cat","S37:Traum do Aparelho Urinario e Orgaos Pelvi","30","Com Cat Registrada"
"2008","Típico-Com Cat","S38:Lesao p/Esmag Amput Traum Part Abd Dors P","64","Com Cat Registrada"
"2008","Trajeto-Com Cat","S38:Lesao p/Esmag Amput Traum Part Abd Dors P","10","Com Cat Registrada"
"2008","Típico-Com Cat","S39:Outr Traum e Os Ne do Abdome Dorso e Pelv","326","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S39:Outr Traum e Os Ne do Abdome Dorso e Pelv","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S39:Outr Traum e Os Ne do Abdome Dorso e Pelv","103","Com Cat Registrada"
"2008","Típico-Com Cat","S40:Traum Superf do Ombro e do Braco","4924","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S40:Traum Superf do Ombro e do Braco","39","Com Cat Registrada"
"2008","Trajeto-Com Cat","S40:Traum Superf do Ombro e do Braco","1839","Com Cat Registrada"
"2008","Típico-Com Cat","S41:Ferim do Ombro e do Braco","2538","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S41:Ferim do Ombro e do Braco","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S41:Ferim do Ombro e do Braco","405","Com Cat Registrada"
"2008","Típico-Com Cat","S42:Frat do Ombro e do Braco","3043","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S42:Frat do Ombro e do Braco","37","Com Cat Registrada"
"2008","Trajeto-Com Cat","S42:Frat do Ombro e do Braco","4274","Com Cat Registrada"
"2008","Típico-Com Cat","S43:Luxacao Entorse Distens Artic Lig Cint Es","3040","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S43:Luxacao Entorse Distens Artic Lig Cint Es","55","Com Cat Registrada"
"2008","Trajeto-Com Cat","S43:Luxacao Entorse Distens Artic Lig Cint Es","1394","Com Cat Registrada"
"2008","Típico-Com Cat","S44:Traum de Nervos ao Nivel do Ombro e do Br","102","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S44:Traum de Nervos ao Nivel do Ombro e do Br","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S44:Traum de Nervos ao Nivel do Ombro e do Br","36","Com Cat Registrada"
"2008","Típico-Com Cat","S45:Traum dos Vasos Sanguineos Nivel Ombro Br","49","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S45:Traum dos Vasos Sanguineos Nivel Ombro Br","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S45:Traum dos Vasos Sanguineos Nivel Ombro Br","6","Com Cat Registrada"
"2008","Típico-Com Cat","S46:Traum de Tendao e Musculo Nivel Ombro Bra","414","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S46:Traum de Tendao e Musculo Nivel Ombro Bra","22","Com Cat Registrada"
"2008","Trajeto-Com Cat","S46:Traum de Tendao e Musculo Nivel Ombro Bra","84","Com Cat Registrada"
"2008","Típico-Com Cat","S47:Lesao p/Esmag do Ombro e do Braco","33","Com Cat Registrada"
"2008","Trajeto-Com Cat","S47:Lesao p/Esmag do Ombro e do Braco","4","Com Cat Registrada"
"2008","Típico-Com Cat","S48:Amput Traum do Ombro e do Braco","47","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S48:Amput Traum do Ombro e do Braco","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S48:Amput Traum do Ombro e do Braco","9","Com Cat Registrada"
"2008","Típico-Com Cat","S49:Outr Traum e Os Ne do Ombro e do Braco","411","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S49:Outr Traum e Os Ne do Ombro e do Braco","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S49:Outr Traum e Os Ne do Ombro e do Braco","141","Com Cat Registrada"
"2008","Típico-Com Cat","S50:Traum Superf do Cotovelo e do Antebraco","5263","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S50:Traum Superf do Cotovelo e do Antebraco","22","Com Cat Registrada"
"2008","Trajeto-Com Cat","S50:Traum Superf do Cotovelo e do Antebraco","1525","Com Cat Registrada"
"2008","Típico-Com Cat","S51:Ferim do Antebraco","6632","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S51:Ferim do Antebraco","8","Com Cat Registrada"
"2008","Trajeto-Com Cat","S51:Ferim do Antebraco","641","Com Cat Registrada"
"2008","Típico-Com Cat","S52:Frat do Antebraco","6952","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S52:Frat do Antebraco","44","Com Cat Registrada"
"2008","Trajeto-Com Cat","S52:Frat do Antebraco","4125","Com Cat Registrada"
"2008","Típico-Com Cat","S53:Luxacao Entorse Distensao Artic Lig Cotov","658","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S53:Luxacao Entorse Distensao Artic Lig Cotov","3","Com Cat Registrada"
"2008","Trajeto-Com Cat","S53:Luxacao Entorse Distensao Artic Lig Cotov","267","Com Cat Registrada"
"2008","Típico-Com Cat","S54:Traum de Nervos ao Nivel do Antebraco","153","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S54:Traum de Nervos ao Nivel do Antebraco","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S54:Traum de Nervos ao Nivel do Antebraco","42","Com Cat Registrada"
"2008","Típico-Com Cat","S55:Traum de Vasos Sanguineos ao Nivel Antebr","74","Com Cat Registrada"
"2008","Trajeto-Com Cat","S55:Traum de Vasos Sanguineos ao Nivel Antebr","13","Com Cat Registrada"
"2008","Típico-Com Cat","S56:Traum do Musculo e Tendao ao Nivel Antebr","536","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S56:Traum do Musculo e Tendao ao Nivel Antebr","6","Com Cat Registrada"
"2008","Trajeto-Com Cat","S56:Traum do Musculo e Tendao ao Nivel Antebr","68","Com Cat Registrada"
"2008","Típico-Com Cat","S57:Lesao p/Esmag do Antebraco","149","Com Cat Registrada"
"2008","Trajeto-Com Cat","S57:Lesao p/Esmag do Antebraco","18","Com Cat Registrada"
"2008","Típico-Com Cat","S58:Amput Traum do Cotovelo e do Antebraco","77","Com Cat Registrada"
"2008","Trajeto-Com Cat","S58:Amput Traum do Cotovelo e do Antebraco","12","Com Cat Registrada"
"2008","Típico-Com Cat","S59:Outr Traum do Antebraco e Os Ne","548","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S59:Outr Traum do Antebraco e Os Ne","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S59:Outr Traum do Antebraco e Os Ne","125","Com Cat Registrada"
"2008","Típico-Com Cat","S60:Traum Superf do Punho e da Mao","31680","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S60:Traum Superf do Punho e da Mao","79","Com Cat Registrada"
"2008","Trajeto-Com Cat","S60:Traum Superf do Punho e da Mao","2909","Com Cat Registrada"
"2008","Típico-Com Cat","S61:Ferim do Punho e da Mao","75428","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S61:Ferim do Punho e da Mao","105","Com Cat Registrada"
"2008","Trajeto-Com Cat","S61:Ferim do Punho e da Mao","1378","Com Cat Registrada"
"2008","Típico-Com Cat","S62:Frat ao Nivel do Punho e da Mao","32679","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S62:Frat ao Nivel do Punho e da Mao","101","Com Cat Registrada"
"2008","Trajeto-Com Cat","S62:Frat ao Nivel do Punho e da Mao","5497","Com Cat Registrada"
"2008","Típico-Com Cat","S63:Luxac Entors Distens Artic Lig Niv Punho","5008","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S63:Luxac Entors Distens Artic Lig Niv Punho","32","Com Cat Registrada"
"2008","Trajeto-Com Cat","S63:Luxac Entors Distens Artic Lig Niv Punho","825","Com Cat Registrada"
"2008","Típico-Com Cat","S64:Traum de Nervos ao Nivel do Punho e da Ma","519","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S64:Traum de Nervos ao Nivel do Punho e da Ma","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S64:Traum de Nervos ao Nivel do Punho e da Ma","45","Com Cat Registrada"
"2008","Típico-Com Cat","S65:Traum de Vasos Sanguineos Nivel Punho e M","262","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S65:Traum de Vasos Sanguineos Nivel Punho e M","6","Com Cat Registrada"
"2008","Trajeto-Com Cat","S65:Traum de Vasos Sanguineos Nivel Punho e M","11","Com Cat Registrada"
"2008","Típico-Com Cat","S66:Traum de Musculo e Tendao Nivel Punho e M","2186","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S66:Traum de Musculo e Tendao Nivel Punho e M","13","Com Cat Registrada"
"2008","Trajeto-Com Cat","S66:Traum de Musculo e Tendao Nivel Punho e M","120","Com Cat Registrada"
"2008","Típico-Com Cat","S67:Lesao p/Esmag do Punho e da Mao","2302","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S67:Lesao p/Esmag do Punho e da Mao","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S67:Lesao p/Esmag do Punho e da Mao","48","Com Cat Registrada"
"2008","Típico-Com Cat","S68:Amput Traum ao Nivel do Punho e da Mao","6181","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S68:Amput Traum ao Nivel do Punho e da Mao","11","Com Cat Registrada"
"2008","Trajeto-Com Cat","S68:Amput Traum ao Nivel do Punho e da Mao","132","Com Cat Registrada"
"2008","Típico-Com Cat","S69:Outr Traum e Os Ne do Punho e da Mao","2574","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S69:Outr Traum e Os Ne do Punho e da Mao","17","Com Cat Registrada"
"2008","Trajeto-Com Cat","S69:Outr Traum e Os Ne do Punho e da Mao","197","Com Cat Registrada"
"2008","Típico-Com Cat","S70:Traum Superf do Quadril e da Coxa","2646","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S70:Traum Superf do Quadril e da Coxa","6","Com Cat Registrada"
"2008","Trajeto-Com Cat","S70:Traum Superf do Quadril e da Coxa","814","Com Cat Registrada"
"2008","Típico-Com Cat","S71:Ferim do Quadril e da Coxa","1836","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S71:Ferim do Quadril e da Coxa","5","Com Cat Registrada"
"2008","Trajeto-Com Cat","S71:Ferim do Quadril e da Coxa","236","Com Cat Registrada"
"2008","Típico-Com Cat","S72:Frat do Femur","1292","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S72:Frat do Femur","10","Com Cat Registrada"
"2008","Trajeto-Com Cat","S72:Frat do Femur","1618","Com Cat Registrada"
"2008","Típico-Com Cat","S73:Luxacao Entorse Distensao Artic Lig Quadr","222","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S73:Luxacao Entorse Distensao Artic Lig Quadr","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S73:Luxacao Entorse Distensao Artic Lig Quadr","83","Com Cat Registrada"
"2008","Típico-Com Cat","S74:Traum de Nervos ao Nivel do Quadril e Cox","42","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S74:Traum de Nervos ao Nivel do Quadril e Cox","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S74:Traum de Nervos ao Nivel do Quadril e Cox","6","Com Cat Registrada"
"2008","Típico-Com Cat","S75:Traum Vasos Sanguineos Nivel Quadril e Co","22","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S75:Traum Vasos Sanguineos Nivel Quadril e Co","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S75:Traum Vasos Sanguineos Nivel Quadril e Co","8","Com Cat Registrada"
"2008","Típico-Com Cat","S76:Traum Musculo e Tendao Nivel Quadril e Co","236","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S76:Traum Musculo e Tendao Nivel Quadril e Co","2","Com Cat Registrada"
"2008","Trajeto-Com Cat","S76:Traum Musculo e Tendao Nivel Quadril e Co","55","Com Cat Registrada"
"2008","Típico-Com Cat","S77:Lesao p/Esmag do Quadril e da Coxa","50","Com Cat Registrada"
"2008","Trajeto-Com Cat","S77:Lesao p/Esmag do Quadril e da Coxa","18","Com Cat Registrada"
"2008","Típico-Com Cat","S78:Amput Traum do Quadril e da Coxa","33","Com Cat Registrada"
"2008","Trajeto-Com Cat","S78:Amput Traum do Quadril e da Coxa","19","Com Cat Registrada"
"2008","Típico-Com Cat","S79:Outr Traum e Os Ne do Quadril e da Coxa","209","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S79:Outr Traum e Os Ne do Quadril e da Coxa","1","Com Cat Registrada"
"2008","Trajeto-Com Cat","S79:Outr Traum e Os Ne do Quadril e da Coxa","64","Com Cat Registrada"
"2008","Típico-Com Cat","S80:Traum Superf da Perna","11752","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S80:Traum Superf da Perna","37","Com Cat Registrada"
"2008","Trajeto-Com Cat","S80:Traum Superf da Perna","4897","Com Cat Registrada"
"2008","Típico-Com Cat","S81:Ferim da Perna","8131","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S81:Ferim da Perna","4","Com Cat Registrada"
"2008","Trajeto-Com Cat","S81:Ferim da Perna","1926","Com Cat Registrada"
"2008","Típico-Com Cat","S82:Frat da Perna Incl Tornozelo","7331","Com Cat Registrada"
"2008","Doença do Trabalho-Com Cat","S82:Frat da Perna Incl Tornozelo","56","Com Cat Registrada"
"2008","Trajeto-Com Cat","S82:Frat da Perna Incl Tornozelo","7262","Com Cat Registrada"
