"Ano","CNAE","Motivo","Qte Acidentes Registrados","Situação","GrupoCnae","GrCnaeLetra"
"1999","Fabricação de Sorvetes","Doença do Trabalho-Com Cat","17","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento de Arroz e Fabricação de Produ","Típico-Com Cat","376","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento de Arroz e Fabricação de Produ","Trajeto-Com Cat","24","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento de Arroz e Fabricação de Produ","Doença do Trabalho-Com Cat","5","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Moagem de Trigo e Fabricação de Derivados","Típico-Com Cat","324","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Moagem de Trigo e Fabricação de Derivados","Trajeto-Com Cat","24","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Moagem de Trigo e Fabricação de Derivados","Doença do Trabalho-Com Cat","47","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Farinha de Mandioca e Derivados","Típico-Com Cat","110","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Farinha de Mandioca e Derivados","Trajeto-Com Cat","6","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Farinha de Mandioca e Derivados","Doença do Trabalho-Com Cat","4","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Fubá e Farinha de Milho","Típico-Com Cat","50","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Fubá e Farinha de Milho","Trajeto-Com Cat","14","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Fubá e Farinha de Milho","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Amidos e Fécula de Vegetais e F","Típico-Com Cat","61","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Amidos e Fécula de Vegetais e F","Trajeto-Com Cat","3","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Amidos e Fécula de Vegetais e F","Doença do Trabalho-Com Cat","1","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Rações Balanceadas para Animais","Típico-Com Cat","490","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Rações Balanceadas para Animais","Trajeto-Com Cat","32","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Rações Balanceadas para Animais","Doença do Trabalho-Com Cat","34","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento/Moagem e Preparação de Outros","Típico-Com Cat","308","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento/Moagem e Preparação de Outros","Trajeto-Com Cat","33","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Beneficiamento/Moagem e Preparação de Outros","Doença do Trabalho-Com Cat","52","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Usinas de Açúcar","Típico-Com Cat","4760","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Usinas de Açúcar","Trajeto-Com Cat","125","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Usinas de Açúcar","Doença do Trabalho-Com Cat","41","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Refino e Moagem de Açúcar","Típico-Com Cat","225","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Refino e Moagem de Açúcar","Trajeto-Com Cat","7","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Refino e Moagem de Açúcar","Doença do Trabalho-Com Cat","74","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Torrefação e Moagem de Café","Típico-Com Cat","149","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Torrefação e Moagem de Café","Trajeto-Com Cat","25","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Torrefação e Moagem de Café","Doença do Trabalho-Com Cat","11","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Café Solúvel","Típico-Com Cat","39","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Café Solúvel","Trajeto-Com Cat","2","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Café Solúvel","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Produtos de Padaria/ Confeitari","Típico-Com Cat","704","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Produtos de Padaria/ Confeitari","Trajeto-Com Cat","83","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Produtos de Padaria/ Confeitari","Doença do Trabalho-Com Cat","28","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Biscoitos e Bolachas","Típico-Com Cat","482","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Biscoitos e Bolachas","Trajeto-Com Cat","33","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Biscoitos e Bolachas","Doença do Trabalho-Com Cat","90","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Produção de Derivados do Cacau e Elabor. de C","Típico-Com Cat","540","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Produção de Derivados do Cacau e Elabor. de C","Trajeto-Com Cat","57","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Produção de Derivados do Cacau e Elabor. de C","Doença do Trabalho-Com Cat","57","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Massas Alimentícias","Típico-Com Cat","566","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Massas Alimentícias","Trajeto-Com Cat","70","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Massas Alimentícias","Doença do Trabalho-Com Cat","55","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Preparação de Especiarias/Molhos/Temperos e C","Típico-Com Cat","132","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Preparação de Especiarias/Molhos/Temperos e C","Trajeto-Com Cat","15","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Preparação de Especiarias/Molhos/Temperos e C","Doença do Trabalho-Com Cat","3","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Prep. de Prod. Dietéticos/Alimentos p/Criança","Típico-Com Cat","14","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Prep. de Prod. Dietéticos/Alimentos p/Criança","Trajeto-Com Cat","2","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Prep. de Prod. Dietéticos/Alimentos p/Criança","Doença do Trabalho-Com Cat","1","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Outros Produtos Alimentícios","Típico-Com Cat","1058","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Outros Produtos Alimentícios","Trajeto-Com Cat","110","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Outros Produtos Alimentícios","Doença do Trabalho-Com Cat","88","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabr./Retif./Homogeneiz. e Mistura de Aguarde","Típico-Com Cat","221","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabr./Retif./Homogeneiz. e Mistura de Aguarde","Trajeto-Com Cat","20","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabr./Retif./Homogeneiz. e Mistura de Aguarde","Doença do Trabalho-Com Cat","11","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Vinho","Típico-Com Cat","68","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Vinho","Trajeto-Com Cat","3","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Vinho","Doença do Trabalho-Com Cat","6","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Malte/ Cervejas e Chopes","Típico-Com Cat","993","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Malte/ Cervejas e Chopes","Trajeto-Com Cat","77","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Malte/ Cervejas e Chopes","Doença do Trabalho-Com Cat","31","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Engarrafamento e Gaseificação de águas Minera","Típico-Com Cat","119","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Engarrafamento e Gaseificação de águas Minera","Trajeto-Com Cat","12","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Engarrafamento e Gaseificação de águas Minera","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Refrigerantes e Refrescos","Típico-Com Cat","1227","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Refrigerantes e Refrescos","Trajeto-Com Cat","228","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Refrigerantes e Refrescos","Doença do Trabalho-Com Cat","49","Com Cat Registrada","Fabricação de produtos alimetícios e bebidas","Industrias de Transformação"
"1999","Fabricação de Produtos do Fumo","Típico-Com Cat","188","Com Cat Registrada","Fabricação de produtos do fumo","Industrias de Transformação"
"1999","Fabricação de Produtos do Fumo","Trajeto-Com Cat","43","Com Cat Registrada","Fabricação de produtos do fumo","Industrias de Transformação"
"1999","Fabricação de Produtos do Fumo","Doença do Trabalho-Com Cat","26","Com Cat Registrada","Fabricação de produtos do fumo","Industrias de Transformação"
"1999","Beneficiamento de Algodão","Típico-Com Cat","131","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Beneficiamento de Algodão","Trajeto-Com Cat","12","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Beneficiamento de Algodão","Doença do Trabalho-Com Cat","0","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Beneficiamento de Outras Fibras Têxteis Natur","Típico-Com Cat","88","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Beneficiamento de Outras Fibras Têxteis Natur","Trajeto-Com Cat","7","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Beneficiamento de Outras Fibras Têxteis Natur","Doença do Trabalho-Com Cat","1","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Algodão","Típico-Com Cat","623","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Algodão","Trajeto-Com Cat","59","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Algodão","Doença do Trabalho-Com Cat","38","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Outras Fibras Têxteis Naturais","Típico-Com Cat","144","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Outras Fibras Têxteis Naturais","Trajeto-Com Cat","10","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Outras Fibras Têxteis Naturais","Doença do Trabalho-Com Cat","15","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Fibras Artificiais ou Sintéticas","Típico-Com Cat","688","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Fibras Artificiais ou Sintéticas","Trajeto-Com Cat","42","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fiação de Fibras Artificiais ou Sintéticas","Doença do Trabalho-Com Cat","93","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Linhas e Fios para Coser e Bord","Típico-Com Cat","148","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Linhas e Fios para Coser e Bord","Trajeto-Com Cat","28","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Linhas e Fios para Coser e Bord","Doença do Trabalho-Com Cat","66","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Algodão","Típico-Com Cat","585","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Algodão","Trajeto-Com Cat","56","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Algodão","Doença do Trabalho-Com Cat","54","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios de Fibras Têxteis Naturais","Típico-Com Cat","526","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios de Fibras Têxteis Naturais","Trajeto-Com Cat","33","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios de Fibras Têxteis Naturais","Doença do Trabalho-Com Cat","37","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios e Filamentos Contínuos Arti","Típico-Com Cat","278","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios e Filamentos Contínuos Arti","Trajeto-Com Cat","29","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Tecelagem de Fios e Filamentos Contínuos Arti","Doença do Trabalho-Com Cat","18","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artigos de Tecido de Uso Domest","Típico-Com Cat","313","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artigos de Tecido de Uso Domest","Trajeto-Com Cat","33","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artigos de Tecido de Uso Domest","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos Têxteis Inclui","Típico-Com Cat","554","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos Têxteis Inclui","Trajeto-Com Cat","47","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos Têxteis Inclui","Doença do Trabalho-Com Cat","61","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Serv. Acabamento em Fios/ Tecidos e Art. Têxt","Típico-Com Cat","529","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Serv. Acabamento em Fios/ Tecidos e Art. Têxt","Trajeto-Com Cat","71","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Serv. Acabamento em Fios/ Tecidos e Art. Têxt","Doença do Trabalho-Com Cat","98","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos Têxteis a Partir de T","Típico-Com Cat","228","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos Têxteis a Partir de T","Trajeto-Com Cat","64","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos Têxteis a Partir de T","Doença do Trabalho-Com Cat","32","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tapeçaria","Típico-Com Cat","63","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tapeçaria","Trajeto-Com Cat","7","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tapeçaria","Doença do Trabalho-Com Cat","10","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Cordoaria","Típico-Com Cat","106","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Cordoaria","Trajeto-Com Cat","13","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Artefatos de Cordoaria","Doença do Trabalho-Com Cat","7","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos Especiais - Inclusive A","Típico-Com Cat","171","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos Especiais - Inclusive A","Trajeto-Com Cat","10","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos Especiais - Inclusive A","Doença do Trabalho-Com Cat","13","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artigos Têxteis - Exclus","Típico-Com Cat","238","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artigos Têxteis - Exclus","Trajeto-Com Cat","23","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Outros Artigos Têxteis - Exclus","Doença do Trabalho-Com Cat","21","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos de Malha","Típico-Com Cat","210","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos de Malha","Trajeto-Com Cat","53","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Tecidos de Malha","Doença do Trabalho-Com Cat","15","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Meias","Típico-Com Cat","66","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Meias","Trajeto-Com Cat","8","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabricação de Meias","Doença do Trabalho-Com Cat","15","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabric de Outros Artigos do Vestuário Prod Em","Típico-Com Cat","104","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabric de Outros Artigos do Vestuário Prod Em","Trajeto-Com Cat","19","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Fabric de Outros Artigos do Vestuário Prod Em","Doença do Trabalho-Com Cat","12","Com Cat Registrada","Fabricação de produtos têxteis","Industrias de Transformação"
"1999","Confecção de Pecas Interiores do Vestuário","Típico-Com Cat","320","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Pecas Interiores do Vestuário","Trajeto-Com Cat","99","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Pecas Interiores do Vestuário","Doença do Trabalho-Com Cat","60","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Outras Pecas do Vestuário","Típico-Com Cat","1524","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Outras Pecas do Vestuário","Trajeto-Com Cat","466","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Outras Pecas do Vestuário","Doença do Trabalho-Com Cat","349","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Roupas Profissionais","Típico-Com Cat","38","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Roupas Profissionais","Trajeto-Com Cat","11","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Confecção de Roupas Profissionais","Doença do Trabalho-Com Cat","13","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios do Vestuário","Típico-Com Cat","71","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios do Vestuário","Trajeto-Com Cat","17","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios do Vestuário","Doença do Trabalho-Com Cat","6","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios para Segurança Indus","Típico-Com Cat","53","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios para Segurança Indus","Trajeto-Com Cat","9","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Fabricação de Acessórios para Segurança Indus","Doença do Trabalho-Com Cat","12","Com Cat Registrada","Confecção de artigos do vestuário e acess.","Industrias de Transformação"
"1999","Curtimento e Outras Preparações de Couro","Típico-Com Cat","800","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Curtimento e Outras Preparações de Couro","Trajeto-Com Cat","66","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Curtimento e Outras Preparações de Couro","Doença do Trabalho-Com Cat","22","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabr Malas/ Bolsas/ Valises e Out. Artefatos","Típico-Com Cat","91","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabr Malas/ Bolsas/ Valises e Out. Artefatos","Trajeto-Com Cat","9","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabr Malas/ Bolsas/ Valises e Out. Artefatos","Doença do Trabalho-Com Cat","18","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos de Couro","Típico-Com Cat","242","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos de Couro","Trajeto-Com Cat","22","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Outros Artefatos de Couro","Doença do Trabalho-Com Cat","36","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Couro","Típico-Com Cat","1356","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Couro","Trajeto-Com Cat","235","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Couro","Doença do Trabalho-Com Cat","229","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Tênis de Qualquer Material","Típico-Com Cat","103","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Tênis de Qualquer Material","Trajeto-Com Cat","46","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Tênis de Qualquer Material","Doença do Trabalho-Com Cat","46","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Plástico","Típico-Com Cat","237","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Plástico","Trajeto-Com Cat","91","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Plástico","Doença do Trabalho-Com Cat","15","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Outros Materiais","Típico-Com Cat","273","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Outros Materiais","Trajeto-Com Cat","82","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Fabricação de Calcados de Outros Materiais","Doença do Trabalho-Com Cat","57","Com Cat Registrada","Prep.couros e fabric.artefatos de couro","Industrias de Transformação"
"1999","Desdobramento de Madeira","Típico-Com Cat","3607","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Desdobramento de Madeira","Trajeto-Com Cat","118","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Desdobramento de Madeira","Doença do Trabalho-Com Cat","97","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabr de Madeira Laminada e Chapas de Mad Comp","Típico-Com Cat","1563","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabr de Madeira Laminada e Chapas de Mad Comp","Trajeto-Com Cat","73","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabr de Madeira Laminada e Chapas de Mad Comp","Doença do Trabalho-Com Cat","68","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fab Esquad Madeira/Casas Mad Pre-Fab/Estruts","Típico-Com Cat","1040","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fab Esquad Madeira/Casas Mad Pre-Fab/Estruts","Trajeto-Com Cat","37","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fab Esquad Madeira/Casas Mad Pre-Fab/Estruts","Doença do Trabalho-Com Cat","39","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tanoaria e Embalag","Típico-Com Cat","283","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tanoaria e Embalag","Trajeto-Com Cat","9","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
"1999","Fabricação de Artefatos de Tanoaria e Embalag","Doença do Trabalho-Com Cat","9","Com Cat Registrada","Fabricação de produtos de madeira","Industrias de Transformação"
