"Ano","CBO","Motivo/Situação","Qte Acidentes","Situacao"
"2006","Ignorado","Trajeto-Com Cat","14","Com Cat Registrada"
"2006","Membros das Forças Armadas","Típico-Com Cat","2","Com Cat Registrada"
"2006","Membros das Forças Armadas","Trajeto-Com Cat","1","Com Cat Registrada"
"2006","Policiais Militares","Típico-Com Cat","4","Com Cat Registrada"
"2006","Policiais Militares","Trajeto-Com Cat","4","Com Cat Registrada"
"2006","Bombeiros Militares","Típico-Com Cat","8","Com Cat Registrada"
"2006","Bombeiros Militares","Trajeto-Com Cat","1","Com Cat Registrada"
"2006","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","191","Com Cat Registrada"
"2006","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","11","Com Cat Registrada"
"2006","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","62","Com Cat Registrada"
"2006","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","92","Com Cat Registrada"
"2006","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2006","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","38","Com Cat Registrada"
"2006","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","75","Com Cat Registrada"
"2006","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2006","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","29","Com Cat Registrada"
"2006","Gerentes","Típico-Com Cat","2481","Com Cat Registrada"
"2006","Gerentes","Doença do Trabalho-Com Cat","702","Com Cat Registrada"
"2006","Gerentes","Trajeto-Com Cat","833","Com Cat Registrada"
"2006","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","36","Com Cat Registrada"
"2006","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","2","Com Cat Registrada"
"2006","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","18","Com Cat Registrada"
"2006","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","985","Com Cat Registrada"
"2006","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","123","Com Cat Registrada"
"2006","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","553","Com Cat Registrada"
"2006","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","3548","Com Cat Registrada"
"2006","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","77","Com Cat Registrada"
"2006","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","631","Com Cat Registrada"
"2006","Profissionais do Ensino","Típico-Com Cat","1136","Com Cat Registrada"
"2006","Profissionais do Ensino","Doença do Trabalho-Com Cat","179","Com Cat Registrada"
"2006","Profissionais do Ensino","Trajeto-Com Cat","549","Com Cat Registrada"
"2006","Profissionais das Ciências Jurídicas","Típico-Com Cat","65","Com Cat Registrada"
"2006","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","23","Com Cat Registrada"
"2006","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","45","Com Cat Registrada"
"2006","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1769","Com Cat Registrada"
"2006","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","510","Com Cat Registrada"
"2006","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","978","Com Cat Registrada"
"2006","Comunicadores, Artistas e Religiosos","Típico-Com Cat","326","Com Cat Registrada"
"2006","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","97","Com Cat Registrada"
"2006","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","192","Com Cat Registrada"
"2006","Técnicos Polivalentes","Típico-Com Cat","484","Com Cat Registrada"
"2006","Técnicos Polivalentes","Doença do Trabalho-Com Cat","32","Com Cat Registrada"
"2006","Técnicos Polivalentes","Trajeto-Com Cat","102","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","5491","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","444","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","1428","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","20571","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","341","Com Cat Registrada"
"2006","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","3073","Com Cat Registrada"
"2006","Professores Leigos e de Nível Médio","Típico-Com Cat","683","Com Cat Registrada"
"2006","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","67","Com Cat Registrada"
"2006","Professores Leigos e de Nível Médio","Trajeto-Com Cat","336","Com Cat Registrada"
"2006","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1099","Com Cat Registrada"
"2006","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","71","Com Cat Registrada"
"2006","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","229","Com Cat Registrada"
"2006","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2503","Com Cat Registrada"
"2006","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","576","Com Cat Registrada"
"2006","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1487","Com Cat Registrada"
"2006","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","834","Com Cat Registrada"
"2006","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","93","Com Cat Registrada"
"2006","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","236","Com Cat Registrada"
"2006","Outros Técnicos de Nível Médio","Típico-Com Cat","1853","Com Cat Registrada"
"2006","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","240","Com Cat Registrada"
"2006","Outros Técnicos de Nível Médio","Trajeto-Com Cat","505","Com Cat Registrada"
"2006","Escriturários","Típico-Com Cat","24062","Com Cat Registrada"
"2006","Escriturários","Doença do Trabalho-Com Cat","3992","Com Cat Registrada"
"2006","Escriturários","Trajeto-Com Cat","9672","Com Cat Registrada"
"2006","Trabalhadores de Atendimento ao Público","Típico-Com Cat","5266","Com Cat Registrada"
"2006","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","2166","Com Cat Registrada"
"2006","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","3909","Com Cat Registrada"
"2006","Trabalhadores dos Serviços","Típico-Com Cat","52453","Com Cat Registrada"
"2006","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","3225","Com Cat Registrada"
"2006","Trabalhadores dos Serviços","Trajeto-Com Cat","14653","Com Cat Registrada"
"2006","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","10784","Com Cat Registrada"
"2006","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","675","Com Cat Registrada"
"2006","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","4949","Com Cat Registrada"
"2006","Produtores na Exploração Agropecuária","Típico-Com Cat","1597","Com Cat Registrada"
"2006","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","14","Com Cat Registrada"
"2006","Produtores na Exploração Agropecuária","Trajeto-Com Cat","118","Com Cat Registrada"
"2006","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","40413","Com Cat Registrada"
"2006","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","430","Com Cat Registrada"
"2006","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","2292","Com Cat Registrada"
"2006","Pescadores e Extrativistas Florestais","Típico-Com Cat","3931","Com Cat Registrada"
"2006","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","98","Com Cat Registrada"
"2006","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","236","Com Cat Registrada"
"2006","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","2585","Com Cat Registrada"
"2006","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","58","Com Cat Registrada"
"2006","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","181","Com Cat Registrada"
"2006","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","34664","Com Cat Registrada"
"2006","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","1468","Com Cat Registrada"
"2006","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","3562","Com Cat Registrada"
"2006","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","39106","Com Cat Registrada"
"2006","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","3356","Com Cat Registrada"
"2006","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","3407","Com Cat Registrada"
"2006","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5644","Com Cat Registrada"
"2006","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","888","Com Cat Registrada"
"2006","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","933","Com Cat Registrada"
"2006","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","174","Com Cat Registrada"
"2006","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","17","Com Cat Registrada"
"2006","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","31","Com Cat Registrada"
"2006","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1631","Com Cat Registrada"
"2006","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","133","Com Cat Registrada"
"2006","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","242","Com Cat Registrada"
"2006","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","12712","Com Cat Registrada"
"2006","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","1745","Com Cat Registrada"
"2006","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","2801","Com Cat Registrada"
"2006","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","8226","Com Cat Registrada"
"2006","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","290","Com Cat Registrada"
"2006","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","694","Com Cat Registrada"
"2006","Trabalhadores de Funções Transversais","Típico-Com Cat","54255","Com Cat Registrada"
"2006","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","3794","Com Cat Registrada"
"2006","Trabalhadores de Funções Transversais","Trajeto-Com Cat","8610","Com Cat Registrada"
"2006","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","6996","Com Cat Registrada"
"2006","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","615","Com Cat Registrada"
"2006","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","729","Com Cat Registrada"
"2006","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","5604","Com Cat Registrada"
"2006","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","398","Com Cat Registrada"
"2006","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","444","Com Cat Registrada"
"2006","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1542","Com Cat Registrada"
"2006","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","50","Com Cat Registrada"
"2006","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","114","Com Cat Registrada"
"2006","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","18206","Com Cat Registrada"
"2006","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","1353","Com Cat Registrada"
"2006","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","1768","Com Cat Registrada"
"2006","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","6864","Com Cat Registrada"
"2006","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","637","Com Cat Registrada"
"2006","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","713","Com Cat Registrada"
"2006","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","13668","Com Cat Registrada"
"2006","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","564","Com Cat Registrada"
"2006","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","1369","Com Cat Registrada"
"2006","Polimantenedores","Típico-Com Cat","3368","Com Cat Registrada"
"2006","Polimantenedores","Doença do Trabalho-Com Cat","114","Com Cat Registrada"
"2006","Polimantenedores","Trajeto-Com Cat","494","Com Cat Registrada"
"2006","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","9321","Com Cat Registrada"
"2006","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","484","Com Cat Registrada"
"2006","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","1371","Com Cat Registrada"
"2007","Ignorado","Típico-Com Cat","48","Com Cat Registrada"
"2007","Ignorado","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2007","Ignorado","Trajeto-Com Cat","9","Com Cat Registrada"
"2007","Membros das Forças Armadas","Típico-Com Cat","2","Com Cat Registrada"
"2007","Membros das Forças Armadas","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2007","Policiais Militares","Típico-Com Cat","3","Com Cat Registrada"
"2007","Policiais Militares","Trajeto-Com Cat","1","Com Cat Registrada"
"2007","Bombeiros Militares","Típico-Com Cat","8","Com Cat Registrada"
"2007","Bombeiros Militares","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2007","Bombeiros Militares","Trajeto-Com Cat","3","Com Cat Registrada"
"2007","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","149","Com Cat Registrada"
"2007","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","10","Com Cat Registrada"
"2007","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","56","Com Cat Registrada"
"2007","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","88","Com Cat Registrada"
"2007","Dirigentes de Empresas e Organizações (Exceto","Doença do Trabalho-Com Cat","11","Com Cat Registrada"
"2007","Dirigentes de Empresas e Organizações (Exceto","Trajeto-Com Cat","31","Com Cat Registrada"
"2007","Diretores e Gerentes em Empresa de Serviços D","Típico-Com Cat","96","Com Cat Registrada"
"2007","Diretores e Gerentes em Empresa de Serviços D","Doença do Trabalho-Com Cat","4","Com Cat Registrada"
"2007","Diretores e Gerentes em Empresa de Serviços D","Trajeto-Com Cat","41","Com Cat Registrada"
"2007","Gerentes","Típico-Com Cat","2530","Com Cat Registrada"
"2007","Gerentes","Doença do Trabalho-Com Cat","713","Com Cat Registrada"
"2007","Gerentes","Trajeto-Com Cat","885","Com Cat Registrada"
"2007","Pesquisadores e Profissionais Policientíficos","Típico-Com Cat","44","Com Cat Registrada"
"2007","Pesquisadores e Profissionais Policientíficos","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2007","Pesquisadores e Profissionais Policientíficos","Trajeto-Com Cat","19","Com Cat Registrada"
"2007","Profissionais das Ciências Exatas, Físicas e","Típico-Com Cat","932","Com Cat Registrada"
"2007","Profissionais das Ciências Exatas, Físicas e","Doença do Trabalho-Com Cat","83","Com Cat Registrada"
"2007","Profissionais das Ciências Exatas, Físicas e","Trajeto-Com Cat","605","Com Cat Registrada"
"2007","Profissionais das Ciências Biológicas, da Saú","Típico-Com Cat","3979","Com Cat Registrada"
"2007","Profissionais das Ciências Biológicas, da Saú","Doença do Trabalho-Com Cat","64","Com Cat Registrada"
"2007","Profissionais das Ciências Biológicas, da Saú","Trajeto-Com Cat","720","Com Cat Registrada"
"2007","Profissionais do Ensino","Típico-Com Cat","1179","Com Cat Registrada"
"2007","Profissionais do Ensino","Doença do Trabalho-Com Cat","104","Com Cat Registrada"
"2007","Profissionais do Ensino","Trajeto-Com Cat","642","Com Cat Registrada"
"2007","Profissionais das Ciências Jurídicas","Típico-Com Cat","67","Com Cat Registrada"
"2007","Profissionais das Ciências Jurídicas","Doença do Trabalho-Com Cat","23","Com Cat Registrada"
"2007","Profissionais das Ciências Jurídicas","Trajeto-Com Cat","63","Com Cat Registrada"
"2007","Profissionais das Ciências Sociais e Humanas","Típico-Com Cat","1641","Com Cat Registrada"
"2007","Profissionais das Ciências Sociais e Humanas","Doença do Trabalho-Com Cat","493","Com Cat Registrada"
"2007","Profissionais das Ciências Sociais e Humanas","Trajeto-Com Cat","1105","Com Cat Registrada"
"2007","Comunicadores, Artistas e Religiosos","Típico-Com Cat","360","Com Cat Registrada"
"2007","Comunicadores, Artistas e Religiosos","Doença do Trabalho-Com Cat","51","Com Cat Registrada"
"2007","Comunicadores, Artistas e Religiosos","Trajeto-Com Cat","186","Com Cat Registrada"
"2007","Técnicos Polivalentes","Típico-Com Cat","652","Com Cat Registrada"
"2007","Técnicos Polivalentes","Doença do Trabalho-Com Cat","25","Com Cat Registrada"
"2007","Técnicos Polivalentes","Trajeto-Com Cat","130","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Físicas,","Típico-Com Cat","5627","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Físicas,","Doença do Trabalho-Com Cat","326","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Físicas,","Trajeto-Com Cat","1569","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Biológic","Típico-Com Cat","22409","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Biológic","Doença do Trabalho-Com Cat","293","Com Cat Registrada"
"2007","Técnicos de Nível Médio das Ciências Biológic","Trajeto-Com Cat","3311","Com Cat Registrada"
"2007","Professores Leigos e de Nível Médio","Típico-Com Cat","743","Com Cat Registrada"
"2007","Professores Leigos e de Nível Médio","Doença do Trabalho-Com Cat","61","Com Cat Registrada"
"2007","Professores Leigos e de Nível Médio","Trajeto-Com Cat","357","Com Cat Registrada"
"2007","Técnicos de Nível Médio em Serviços de Transp","Típico-Com Cat","1009","Com Cat Registrada"
"2007","Técnicos de Nível Médio em Serviços de Transp","Doença do Trabalho-Com Cat","44","Com Cat Registrada"
"2007","Técnicos de Nível Médio em Serviços de Transp","Trajeto-Com Cat","264","Com Cat Registrada"
"2007","Técnicos de Nivel Médio nas Ciências Administ","Típico-Com Cat","2453","Com Cat Registrada"
"2007","Técnicos de Nivel Médio nas Ciências Administ","Doença do Trabalho-Com Cat","497","Com Cat Registrada"
"2007","Técnicos de Nivel Médio nas Ciências Administ","Trajeto-Com Cat","1542","Com Cat Registrada"
"2007","Técnicos em Nivel Médio dos Serviços Culturai","Típico-Com Cat","864","Com Cat Registrada"
"2007","Técnicos em Nivel Médio dos Serviços Culturai","Doença do Trabalho-Com Cat","73","Com Cat Registrada"
"2007","Técnicos em Nivel Médio dos Serviços Culturai","Trajeto-Com Cat","242","Com Cat Registrada"
"2007","Outros Técnicos de Nível Médio","Típico-Com Cat","2135","Com Cat Registrada"
"2007","Outros Técnicos de Nível Médio","Doença do Trabalho-Com Cat","193","Com Cat Registrada"
"2007","Outros Técnicos de Nível Médio","Trajeto-Com Cat","521","Com Cat Registrada"
"2007","Escriturários","Típico-Com Cat","24497","Com Cat Registrada"
"2007","Escriturários","Doença do Trabalho-Com Cat","3052","Com Cat Registrada"
"2007","Escriturários","Trajeto-Com Cat","10140","Com Cat Registrada"
"2007","Trabalhadores de Atendimento ao Público","Típico-Com Cat","5380","Com Cat Registrada"
"2007","Trabalhadores de Atendimento ao Público","Doença do Trabalho-Com Cat","1508","Com Cat Registrada"
"2007","Trabalhadores de Atendimento ao Público","Trajeto-Com Cat","4406","Com Cat Registrada"
"2007","Trabalhadores dos Serviços","Típico-Com Cat","53445","Com Cat Registrada"
"2007","Trabalhadores dos Serviços","Doença do Trabalho-Com Cat","2215","Com Cat Registrada"
"2007","Trabalhadores dos Serviços","Trajeto-Com Cat","15395","Com Cat Registrada"
"2007","Vendedores e Prestadores de Serviços do Comér","Típico-Com Cat","11110","Com Cat Registrada"
"2007","Vendedores e Prestadores de Serviços do Comér","Doença do Trabalho-Com Cat","509","Com Cat Registrada"
"2007","Vendedores e Prestadores de Serviços do Comér","Trajeto-Com Cat","5251","Com Cat Registrada"
"2007","Produtores na Exploração Agropecuária","Típico-Com Cat","412","Com Cat Registrada"
"2007","Produtores na Exploração Agropecuária","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2007","Produtores na Exploração Agropecuária","Trajeto-Com Cat","34","Com Cat Registrada"
"2007","Trabalhadores na Exploração Agropecuária","Típico-Com Cat","35905","Com Cat Registrada"
"2007","Trabalhadores na Exploração Agropecuária","Doença do Trabalho-Com Cat","321","Com Cat Registrada"
"2007","Trabalhadores na Exploração Agropecuária","Trajeto-Com Cat","2072","Com Cat Registrada"
"2007","Pescadores e Extrativistas Florestais","Típico-Com Cat","3630","Com Cat Registrada"
"2007","Pescadores e Extrativistas Florestais","Doença do Trabalho-Com Cat","62","Com Cat Registrada"
"2007","Pescadores e Extrativistas Florestais","Trajeto-Com Cat","346","Com Cat Registrada"
"2007","Trabalhadores da Mecanização Agropecuária e F","Típico-Com Cat","2720","Com Cat Registrada"
"2007","Trabalhadores da Mecanização Agropecuária e F","Doença do Trabalho-Com Cat","53","Com Cat Registrada"
"2007","Trabalhadores da Mecanização Agropecuária e F","Trajeto-Com Cat","207","Com Cat Registrada"
"2007","Trabalhadores da Indústria Extrativa e da Con","Típico-Com Cat","35555","Com Cat Registrada"
"2007","Trabalhadores da Indústria Extrativa e da Con","Doença do Trabalho-Com Cat","1184","Com Cat Registrada"
"2007","Trabalhadores da Indústria Extrativa e da Con","Trajeto-Com Cat","3588","Com Cat Registrada"
"2007","Trabalhadores da Transformação de Metais e De","Típico-Com Cat","42233","Com Cat Registrada"
"2007","Trabalhadores da Transformação de Metais e De","Doença do Trabalho-Com Cat","2359","Com Cat Registrada"
"2007","Trabalhadores da Transformação de Metais e De","Trajeto-Com Cat","3904","Com Cat Registrada"
"2007","Trabalhadores da Fabricação e Instalação Elet","Típico-Com Cat","5439","Com Cat Registrada"
"2007","Trabalhadores da Fabricação e Instalação Elet","Doença do Trabalho-Com Cat","733","Com Cat Registrada"
"2007","Trabalhadores da Fabricação e Instalação Elet","Trajeto-Com Cat","925","Com Cat Registrada"
"2007","Montadores de Aparelhos e Instrumentos de Pre","Típico-Com Cat","150","Com Cat Registrada"
"2007","Montadores de Aparelhos e Instrumentos de Pre","Doença do Trabalho-Com Cat","4","Com Cat Registrada"
"2007","Montadores de Aparelhos e Instrumentos de Pre","Trajeto-Com Cat","47","Com Cat Registrada"
"2007","Joalheiros, Vidreiros, Ceramistas e Afins","Típico-Com Cat","1587","Com Cat Registrada"
"2007","Joalheiros, Vidreiros, Ceramistas e Afins","Doença do Trabalho-Com Cat","72","Com Cat Registrada"
"2007","Joalheiros, Vidreiros, Ceramistas e Afins","Trajeto-Com Cat","232","Com Cat Registrada"
"2007","Trabalhadores nas Indústrias Têxtil, do Curti","Típico-Com Cat","12498","Com Cat Registrada"
"2007","Trabalhadores nas Indústrias Têxtil, do Curti","Doença do Trabalho-Com Cat","1067","Com Cat Registrada"
"2007","Trabalhadores nas Indústrias Têxtil, do Curti","Trajeto-Com Cat","2891","Com Cat Registrada"
"2007","Trabalhadores das Indústrias de Madeira e do","Típico-Com Cat","7988","Com Cat Registrada"
"2007","Trabalhadores das Indústrias de Madeira e do","Doença do Trabalho-Com Cat","244","Com Cat Registrada"
"2007","Trabalhadores das Indústrias de Madeira e do","Trajeto-Com Cat","840","Com Cat Registrada"
"2007","Trabalhadores de Funções Transversais","Típico-Com Cat","57830","Com Cat Registrada"
"2007","Trabalhadores de Funções Transversais","Doença do Trabalho-Com Cat","2769","Com Cat Registrada"
"2007","Trabalhadores de Funções Transversais","Trajeto-Com Cat","9027","Com Cat Registrada"
"2007","Trabalhadores em Indústrias de Processos Cont","Típico-Com Cat","7521","Com Cat Registrada"
"2007","Trabalhadores em Indústrias de Processos Cont","Doença do Trabalho-Com Cat","429","Com Cat Registrada"
"2007","Trabalhadores em Indústrias de Processos Cont","Trajeto-Com Cat","895","Com Cat Registrada"
"2007","Trabalhadores de Instalações Siderúrgicas e D","Típico-Com Cat","6399","Com Cat Registrada"
"2007","Trabalhadores de Instalações Siderúrgicas e D","Doença do Trabalho-Com Cat","290","Com Cat Registrada"
"2007","Trabalhadores de Instalações Siderúrgicas e D","Trajeto-Com Cat","517","Com Cat Registrada"
"2007","Trabalhadores de Instalações e Máquinas de Fa","Típico-Com Cat","1536","Com Cat Registrada"
"2007","Trabalhadores de Instalações e Máquinas de Fa","Doença do Trabalho-Com Cat","43","Com Cat Registrada"
"2007","Trabalhadores de Instalações e Máquinas de Fa","Trajeto-Com Cat","128","Com Cat Registrada"
"2007","Trabalhadores da Fabricação de Alimentos, Beb","Típico-Com Cat","19895","Com Cat Registrada"
"2007","Trabalhadores da Fabricação de Alimentos, Beb","Doença do Trabalho-Com Cat","1005","Com Cat Registrada"
"2007","Trabalhadores da Fabricação de Alimentos, Beb","Trajeto-Com Cat","1832","Com Cat Registrada"
"2007","Operadores de Produção, Captação, Tratamento","Típico-Com Cat","7138","Com Cat Registrada"
"2007","Operadores de Produção, Captação, Tratamento","Doença do Trabalho-Com Cat","500","Com Cat Registrada"
"2007","Operadores de Produção, Captação, Tratamento","Trajeto-Com Cat","830","Com Cat Registrada"
"2007","Trabalhadores em Serviços de Reparação e Manu","Típico-Com Cat","14252","Com Cat Registrada"
"2007","Trabalhadores em Serviços de Reparação e Manu","Doença do Trabalho-Com Cat","441","Com Cat Registrada"
"2007","Trabalhadores em Serviços de Reparação e Manu","Trajeto-Com Cat","1310","Com Cat Registrada"
"2007","Polimantenedores","Típico-Com Cat","3275","Com Cat Registrada"
"2007","Polimantenedores","Doença do Trabalho-Com Cat","79","Com Cat Registrada"
"2007","Polimantenedores","Trajeto-Com Cat","498","Com Cat Registrada"
"2007","Outros Trabalhadores da Conservação, Manutenç","Típico-Com Cat","9623","Com Cat Registrada"
"2007","Outros Trabalhadores da Conservação, Manutenç","Doença do Trabalho-Com Cat","355","Com Cat Registrada"
"2007","Outros Trabalhadores da Conservação, Manutenç","Trajeto-Com Cat","1388","Com Cat Registrada"
"2007","Ignorado","Sem Cat","139412","Sem Cat Registrada"
"2007","Ignorado","Sem Cat","1549","Sem Cat Registrada"
"2007","Ignorado","Sem Cat","28","Sem Cat Registrada"
"2007","Ignorado","Sem Cat","119","Sem Cat Registrada"
"2008","Ignorado","Típico-Com Cat","5","Com Cat Registrada"
"2008","Ignorado","Trajeto-Com Cat","4","Com Cat Registrada"
"2008","Membros das Forças Armadas","Típico-Com Cat","7","Com Cat Registrada"
"2008","Membros das Forças Armadas","Trajeto-Com Cat","1","Com Cat Registrada"
"2008","Policiais Militares","Típico-Com Cat","4","Com Cat Registrada"
"2008","Bombeiros Militares","Típico-Com Cat","10","Com Cat Registrada"
"2008","Bombeiros Militares","Trajeto-Com Cat","4","Com Cat Registrada"
"2008","Membros Superiores e Dirigentes do Poder Públ","Típico-Com Cat","117","Com Cat Registrada"
"2008","Membros Superiores e Dirigentes do Poder Públ","Doença do Trabalho-Com Cat","6","Com Cat Registrada"
"2008","Membros Superiores e Dirigentes do Poder Públ","Trajeto-Com Cat","65","Com Cat Registrada"
"2008","Dirigentes de Empresas e Organizações (Exceto","Típico-Com Cat","85","Com Cat Registrada"
