"Ano","Unidade da Federação","Motivo/Situação","Qte Acidentes"
"1995","Ceará","Típico-Com Cat","3407"
"1995","Rio Grande do Norte","Típico-Com Cat","926"
"1995","Paraíba","Típico-Com Cat","832"
"1995","Pernambuco","Típico-Com Cat","5900"
"1995","Alagoas","Típico-Com Cat","2135"
"1995","Sergipe","Típico-Com Cat","1478"
"1995","Bahia","Típico-Com Cat","5070"
"1995","Minas Gerais","Típico-Com Cat","47798"
"1995","Espírito Santo","Típico-Com Cat","5659"
"1995","Rio de Janeiro","Típico-Com Cat","14544"
"1995","São Paulo","Típico-Com Cat","230660"
"1995","Paraná","Típico-Com Cat","18685"
"1995","Santa Catarina","Típico-Com Cat","23987"
"1995","Rio Grande do Sul","Típico-Com Cat","0"
"1995","Mato Grosso do Sul","Típico-Com Cat","2253"
"1995","Mato Grosso","Típico-Com Cat","754"
"1995","Goiás","Típico-Com Cat","4160"
"1995","Distrito Federal","Típico-Com Cat","1858"
"1995","Rondônia","Trajeto-Com Cat","46"
"1995","Acre","Trajeto-Com Cat","16"
"1995","Amazonas","Trajeto-Com Cat","201"
"1995","Pará","Trajeto-Com Cat","176"
"1995","Amapá","Trajeto-Com Cat","29"
"1995","Tocantins","Trajeto-Com Cat","24"
"1995","Maranhão","Trajeto-Com Cat","12"
"1995","Piauí","Trajeto-Com Cat","93"
"1995","Ceará","Trajeto-Com Cat","809"
"1995","Rio Grande do Norte","Trajeto-Com Cat","88"
"1995","Paraíba","Trajeto-Com Cat","54"
"1995","Pernambuco","Trajeto-Com Cat","617"
"1995","Alagoas","Trajeto-Com Cat","125"
"1995","Sergipe","Trajeto-Com Cat","118"
"1995","Bahia","Trajeto-Com Cat","446"
"1995","Minas Gerais","Trajeto-Com Cat","3302"
"1995","Espírito Santo","Trajeto-Com Cat","418"
"1995","Rio de Janeiro","Trajeto-Com Cat","1470"
"1995","São Paulo","Trajeto-Com Cat","16861"
"1995","Paraná","Trajeto-Com Cat","1031"
"1995","Santa Catarina","Trajeto-Com Cat","1554"
"1995","Rio Grande do Sul","Trajeto-Com Cat","0"
"1995","Mato Grosso do Sul","Trajeto-Com Cat","168"
"1995","Mato Grosso","Trajeto-Com Cat","50"
"1995","Goiás","Trajeto-Com Cat","825"
"1995","Distrito Federal","Trajeto-Com Cat","258"
"1995","Rondônia","Doença do Trabalho-Com Cat","2"
"1995","Acre","Doença do Trabalho-Com Cat","0"
"1995","Amazonas","Doença do Trabalho-Com Cat","103"
"1995","Pará","Doença do Trabalho-Com Cat","82"
"1995","Amapá","Doença do Trabalho-Com Cat","3"
"1995","Tocantins","Doença do Trabalho-Com Cat","5"
"1995","Maranhão","Doença do Trabalho-Com Cat","0"
"1995","Piauí","Doença do Trabalho-Com Cat","0"
"1995","Ceará","Doença do Trabalho-Com Cat","36"
"1995","Rio Grande do Norte","Doença do Trabalho-Com Cat","28"
"1995","Paraíba","Doença do Trabalho-Com Cat","12"
"1995","Pernambuco","Doença do Trabalho-Com Cat","492"
"1995","Alagoas","Doença do Trabalho-Com Cat","22"
"1995","Sergipe","Doença do Trabalho-Com Cat","39"
"1995","Bahia","Doença do Trabalho-Com Cat","596"
"1995","Minas Gerais","Doença do Trabalho-Com Cat","5149"
"1995","Espírito Santo","Doença do Trabalho-Com Cat","387"
"1995","Rio de Janeiro","Doença do Trabalho-Com Cat","158"
"1995","São Paulo","Doença do Trabalho-Com Cat","12650"
"1995","Paraná","Doença do Trabalho-Com Cat","58"
"1995","Santa Catarina","Doença do Trabalho-Com Cat","477"
"1995","Rio Grande do Sul","Doença do Trabalho-Com Cat","0"
"1995","Mato Grosso do Sul","Doença do Trabalho-Com Cat","69"
"1995","Mato Grosso","Doença do Trabalho-Com Cat","36"
"1995","Goiás","Doença do Trabalho-Com Cat","149"
"1995","Distrito Federal","Doença do Trabalho-Com Cat","93"
"1996","Rondônia","Típico-Com Cat","785"
"1996","Acre","Típico-Com Cat","110"
"1996","Amazonas","Típico-Com Cat","1652"
"1996","Pará","Típico-Com Cat","1934"
"1996","Amapá","Típico-Com Cat","86"
"1996","Tocantins","Típico-Com Cat","274"
"1996","Maranhão","Típico-Com Cat","519"
"1996","Piauí","Típico-Com Cat","306"
"1996","Ceará","Típico-Com Cat","2267"
"1996","Rio Grande do Norte","Típico-Com Cat","1273"
"1996","Paraíba","Típico-Com Cat","989"
"1996","Pernambuco","Típico-Com Cat","5968"
"1996","Alagoas","Típico-Com Cat","2517"
"1996","Sergipe","Típico-Com Cat","1028"
"1996","Bahia","Típico-Com Cat","5336"
"1996","Minas Gerais","Típico-Com Cat","37149"
"1996","Espírito Santo","Típico-Com Cat","5135"
"1996","Rio de Janeiro","Típico-Com Cat","21743"
"1996","São Paulo","Típico-Com Cat","145489"
"1996","Paraná","Típico-Com Cat","28196"
"1996","Santa Catarina","Típico-Com Cat","19263"
"1996","Rio Grande do Sul","Típico-Com Cat","32786"
"1996","Mato Grosso do Sul","Típico-Com Cat","2424"
"1996","Mato Grosso","Típico-Com Cat","2257"
"1996","Goiás","Típico-Com Cat","4451"
"1996","Distrito Federal","Típico-Com Cat","1933"
"1996","Rondônia","Trajeto-Com Cat","19"
"1996","Acre","Trajeto-Com Cat","0"
"1996","Amazonas","Trajeto-Com Cat","135"
"1996","Pará","Trajeto-Com Cat","131"
"1996","Amapá","Trajeto-Com Cat","0"
"1996","Tocantins","Trajeto-Com Cat","3"
"1996","Maranhão","Trajeto-Com Cat","27"
"1996","Piauí","Trajeto-Com Cat","5"
"1996","Ceará","Trajeto-Com Cat","75"
"1996","Rio Grande do Norte","Trajeto-Com Cat","28"
"1996","Paraíba","Trajeto-Com Cat","61"
"1996","Pernambuco","Trajeto-Com Cat","211"
"1996","Alagoas","Trajeto-Com Cat","36"
"1996","Sergipe","Trajeto-Com Cat","91"
"1996","Bahia","Trajeto-Com Cat","1533"
"1996","Minas Gerais","Trajeto-Com Cat","8009"
"1996","Espírito Santo","Trajeto-Com Cat","709"
"1996","Rio de Janeiro","Trajeto-Com Cat","665"
"1996","São Paulo","Trajeto-Com Cat","16909"
"1996","Paraná","Trajeto-Com Cat","1435"
"1996","Santa Catarina","Trajeto-Com Cat","595"
"1996","Rio Grande do Sul","Trajeto-Com Cat","3174"
"1996","Mato Grosso do Sul","Trajeto-Com Cat","43"
"1996","Mato Grosso","Trajeto-Com Cat","49"
"1996","Goiás","Trajeto-Com Cat","191"
"1996","Distrito Federal","Trajeto-Com Cat","562"
"1996","Rondônia","Doença do Trabalho-Com Cat","103"
"1996","Acre","Doença do Trabalho-Com Cat","13"
"1996","Amazonas","Doença do Trabalho-Com Cat","201"
"1996","Pará","Doença do Trabalho-Com Cat","263"
"1996","Amapá","Doença do Trabalho-Com Cat","24"
"1996","Tocantins","Doença do Trabalho-Com Cat","42"
"1996","Maranhão","Doença do Trabalho-Com Cat","102"
"1996","Piauí","Doença do Trabalho-Com Cat","118"
"1996","Ceará","Doença do Trabalho-Com Cat","541"
"1996","Rio Grande do Norte","Doença do Trabalho-Com Cat","162"
"1996","Paraíba","Doença do Trabalho-Com Cat","185"
"1996","Pernambuco","Doença do Trabalho-Com Cat","876"
"1996","Alagoas","Doença do Trabalho-Com Cat","194"
"1996","Sergipe","Doença do Trabalho-Com Cat","131"
"1996","Bahia","Doença do Trabalho-Com Cat","679"
"1996","Minas Gerais","Doença do Trabalho-Com Cat","3861"
"1996","Espírito Santo","Doença do Trabalho-Com Cat","531"
"1996","Rio de Janeiro","Doença do Trabalho-Com Cat","4450"
"1996","São Paulo","Doença do Trabalho-Com Cat","13556"
"1996","Paraná","Doença do Trabalho-Com Cat","1828"
"1996","Santa Catarina","Doença do Trabalho-Com Cat","1813"
"1996","Rio Grande do Sul","Doença do Trabalho-Com Cat","3205"
"1996","Mato Grosso do Sul","Doença do Trabalho-Com Cat","283"
"1996","Mato Grosso","Doença do Trabalho-Com Cat","332"
"1996","Goiás","Doença do Trabalho-Com Cat","945"
"1996","Distrito Federal","Doença do Trabalho-Com Cat","451"
"1997","Rondônia","Típico-Com Cat","900"
"1997","Rondônia","Trajeto-Com Cat","152"
"1997","Rondônia","Doença do Trabalho-Com Cat","31"
"1997","Acre","Típico-Com Cat","175"
"1997","Acre","Trajeto-Com Cat","26"
"1997","Acre","Doença do Trabalho-Com Cat","1"
"1997","Amazonas","Típico-Com Cat","1722"
"1997","Amazonas","Trajeto-Com Cat","205"
"1997","Amazonas","Doença do Trabalho-Com Cat","229"
"1997","Roraima","Típico-Com Cat","45"
"1997","Roraima","Trajeto-Com Cat","9"
"1997","Roraima","Doença do Trabalho-Com Cat","3"
"1997","Pará","Típico-Com Cat","2829"
"1997","Pará","Trajeto-Com Cat","318"
"1997","Pará","Doença do Trabalho-Com Cat","165"
"1997","Amapá","Típico-Com Cat","138"
"1997","Amapá","Trajeto-Com Cat","44"
"1997","Amapá","Doença do Trabalho-Com Cat","1"
"1997","Tocantins","Típico-Com Cat","295"
"1997","Tocantins","Trajeto-Com Cat","45"
"1997","Tocantins","Doença do Trabalho-Com Cat","1"
"1997","Maranhão","Típico-Com Cat","603"
"1997","Maranhão","Trajeto-Com Cat","111"
"1997","Maranhão","Doença do Trabalho-Com Cat","52"
"1997","Piauí","Típico-Com Cat","330"
"1997","Piauí","Trajeto-Com Cat","118"
"1997","Piauí","Doença do Trabalho-Com Cat","14"
"1997","Ceará","Típico-Com Cat","2371"
"1997","Ceará","Trajeto-Com Cat","585"
"1997","Ceará","Doença do Trabalho-Com Cat","237"
"1997","Rio Grande do Norte","Típico-Com Cat","1229"
"1997","Rio Grande do Norte","Trajeto-Com Cat","193"
"1997","Rio Grande do Norte","Doença do Trabalho-Com Cat","28"
"1997","Paraíba","Típico-Com Cat","1209"
"1997","Paraíba","Trajeto-Com Cat","173"
"1997","Paraíba","Doença do Trabalho-Com Cat","118"
"1997","Pernambuco","Típico-Com Cat","5880"
"1997","Pernambuco","Trajeto-Com Cat","867"
"1997","Pernambuco","Doença do Trabalho-Com Cat","340"
"1997","Alagoas","Típico-Com Cat","3010"
"1997","Alagoas","Trajeto-Com Cat","295"
"1997","Alagoas","Doença do Trabalho-Com Cat","104"
"1997","Sergipe","Típico-Com Cat","1001"
"1997","Sergipe","Trajeto-Com Cat","136"
"1997","Sergipe","Doença do Trabalho-Com Cat","147"
"1997","Bahia","Típico-Com Cat","7475"
"1997","Bahia","Trajeto-Com Cat","921"
"1997","Bahia","Doença do Trabalho-Com Cat","1925"
"1997","Minas Gerais","Típico-Com Cat","39202"
"1997","Minas Gerais","Trajeto-Com Cat","3806"
"1997","Minas Gerais","Doença do Trabalho-Com Cat","8486"
"1997","Espírito Santo","Típico-Com Cat","5056"
"1997","Espírito Santo","Trajeto-Com Cat","604"
"1997","Espírito Santo","Doença do Trabalho-Com Cat","540"
"1997","Rio de Janeiro","Típico-Com Cat","20386"
"1997","Rio de Janeiro","Trajeto-Com Cat","4095"
"1997","Rio de Janeiro","Doença do Trabalho-Com Cat","901"
"1997","São Paulo","Típico-Com Cat","162564"
"1997","São Paulo","Trajeto-Com Cat","15453"
"1997","São Paulo","Doença do Trabalho-Com Cat","16845"
"1997","Paraná","Típico-Com Cat","27266"
"1997","Paraná","Trajeto-Com Cat","1859"
"1997","Paraná","Doença do Trabalho-Com Cat","1741"
"1997","Santa Catarina","Típico-Com Cat","18954"
"1997","Santa Catarina","Trajeto-Com Cat","1922"
"1997","Santa Catarina","Doença do Trabalho-Com Cat","706"
"1997","Rio Grande do Sul","Típico-Com Cat","32449"
"1997","Rio Grande do Sul","Trajeto-Com Cat","3309"
"1997","Rio Grande do Sul","Doença do Trabalho-Com Cat","2977"
"1997","Mato Grosso do Sul","Típico-Com Cat","2773"
"1997","Mato Grosso do Sul","Trajeto-Com Cat","355"
"1997","Mato Grosso do Sul","Doença do Trabalho-Com Cat","90"
"1997","Mato Grosso","Típico-Com Cat","2730"
"1997","Mato Grosso","Trajeto-Com Cat","315"
"1997","Mato Grosso","Doença do Trabalho-Com Cat","149"
"1997","Goiás","Típico-Com Cat","4854"
"1997","Goiás","Trajeto-Com Cat","906"
"1997","Goiás","Doença do Trabalho-Com Cat","353"
"1997","Distrito Federal","Típico-Com Cat","2036"
"1997","Distrito Federal","Trajeto-Com Cat","391"
"1997","Distrito Federal","Doença do Trabalho-Com Cat","464"
"1998","Rondônia","Típico-Com Cat","1093"
"1998","Rondônia","Trajeto-Com Cat","183"
"1998","Rondônia","Doença do Trabalho-Com Cat","67"
"1998","Acre","Típico-Com Cat","177"
"1998","Acre","Trajeto-Com Cat","24"
"1998","Acre","Doença do Trabalho-Com Cat","6"
"1998","Amazonas","Típico-Com Cat","1759"
"1998","Amazonas","Trajeto-Com Cat","273"
"1998","Amazonas","Doença do Trabalho-Com Cat","394"
"1998","Roraima","Típico-Com Cat","58"
"1998","Roraima","Trajeto-Com Cat","15"
"1998","Roraima","Doença do Trabalho-Com Cat","0"
"1998","Pará","Típico-Com Cat","3193"
"1998","Pará","Trajeto-Com Cat","350"
"1998","Pará","Doença do Trabalho-Com Cat","317"
"1998","Amapá","Típico-Com Cat","146"
"1998","Amapá","Trajeto-Com Cat","51"
"1998","Amapá","Doença do Trabalho-Com Cat","2"
"1998","Tocantins","Típico-Com Cat","412"
"1998","Tocantins","Trajeto-Com Cat","58"
"1998","Tocantins","Doença do Trabalho-Com Cat","4"
"1998","Maranhão","Típico-Com Cat","713"
"1998","Maranhão","Trajeto-Com Cat","115"
"1998","Maranhão","Doença do Trabalho-Com Cat","40"
"1998","Piauí","Típico-Com Cat","335"
"1998","Piauí","Trajeto-Com Cat","138"
"1998","Piauí","Doença do Trabalho-Com Cat","15"
"1998","Ceará","Típico-Com Cat","2360"
"1998","Ceará","Trajeto-Com Cat","619"
"1998","Ceará","Doença do Trabalho-Com Cat","264"
"1998","Rio Grande do Norte","Típico-Com Cat","1431"
"1998","Rio Grande do Norte","Trajeto-Com Cat","216"
"1998","Rio Grande do Norte","Doença do Trabalho-Com Cat","48"
"1998","Paraíba","Típico-Com Cat","1051"
"1998","Paraíba","Trajeto-Com Cat","144"
"1998","Paraíba","Doença do Trabalho-Com Cat","145"
"1998","Pernambuco","Típico-Com Cat","4948"
"1998","Pernambuco","Trajeto-Com Cat","845"
"1998","Pernambuco","Doença do Trabalho-Com Cat","318"
"1998","Alagoas","Típico-Com Cat","2950"
"1998","Alagoas","Trajeto-Com Cat","215"
"1998","Alagoas","Doença do Trabalho-Com Cat","99"
"1998","Sergipe","Típico-Com Cat","1094"
"1998","Sergipe","Trajeto-Com Cat","111"
"1998","Sergipe","Doença do Trabalho-Com Cat","153"
"1998","Bahia","Típico-Com Cat","6585"
"1998","Bahia","Trajeto-Com Cat","790"
"1998","Bahia","Doença do Trabalho-Com Cat","1454"
"1998","Minas Gerais","Típico-Com Cat","40051"
"1998","Minas Gerais","Trajeto-Com Cat","3319"
"1998","Minas Gerais","Doença do Trabalho-Com Cat","5273"
"1998","Espírito Santo","Típico-Com Cat","5070"
"1998","Espírito Santo","Trajeto-Com Cat","516"
"1998","Espírito Santo","Doença do Trabalho-Com Cat","339"
"1998","Rio de Janeiro","Típico-Com Cat","19789"
"1998","Rio de Janeiro","Trajeto-Com Cat","3806"
"1998","Rio de Janeiro","Doença do Trabalho-Com Cat","1143"
"1998","São Paulo","Típico-Com Cat","162083"
"1998","São Paulo","Trajeto-Com Cat","15148"
"1998","São Paulo","Doença do Trabalho-Com Cat","14962"
"1998","Paraná","Típico-Com Cat","27467"
"1998","Paraná","Trajeto-Com Cat","2240"
"1998","Paraná","Doença do Trabalho-Com Cat","1339"
"1998","Santa Catarina","Típico-Com Cat","20490"
"1998","Santa Catarina","Trajeto-Com Cat","2064"
"1998","Santa Catarina","Doença do Trabalho-Com Cat","713"
"1998","Rio Grande do Sul","Típico-Com Cat","31602"
"1998","Rio Grande do Sul","Trajeto-Com Cat","2858"
"1998","Rio Grande do Sul","Doença do Trabalho-Com Cat","2500"
"1998","Mato Grosso do Sul","Típico-Com Cat","2672"
"1998","Mato Grosso do Sul","Trajeto-Com Cat","308"
"1998","Mato Grosso do Sul","Doença do Trabalho-Com Cat","109"
"1998","Mato Grosso","Típico-Com Cat","3067"
"1998","Mato Grosso","Trajeto-Com Cat","279"
"1998","Mato Grosso","Doença do Trabalho-Com Cat","185"
"1998","Goiás","Típico-Com Cat","4920"
"1998","Goiás","Trajeto-Com Cat","975"
"1998","Goiás","Doença do Trabalho-Com Cat","332"
"1998","Distrito Federal","Típico-Com Cat","2222"
"1998","Distrito Federal","Trajeto-Com Cat","454"
"1998","Distrito Federal","Doença do Trabalho-Com Cat","268"
"1999","Rondônia","Típico-Com Cat","1214"
"1999","Rondônia","Trajeto-Com Cat","202"
"1999","Rondônia","Doença do Trabalho-Com Cat","33"
"1999","Acre","Típico-Com Cat","144"
"1999","Acre","Trajeto-Com Cat","35"
"1999","Acre","Doença do Trabalho-Com Cat","14"
"1999","Amazonas","Típico-Com Cat","1740"
"1999","Amazonas","Trajeto-Com Cat","207"
"1999","Amazonas","Doença do Trabalho-Com Cat","384"
"1999","Roraima","Típico-Com Cat","61"
"1999","Roraima","Trajeto-Com Cat","16"
"1999","Roraima","Doença do Trabalho-Com Cat","3"
"1999","Pará","Típico-Com Cat","3531"
"1999","Pará","Trajeto-Com Cat","398"
"1999","Pará","Doença do Trabalho-Com Cat","204"
"1999","Amapá","Típico-Com Cat","179"
"1999","Amapá","Trajeto-Com Cat","54"
"1999","Amapá","Doença do Trabalho-Com Cat","3"
"1999","Tocantins","Típico-Com Cat","558"
"1999","Tocantins","Trajeto-Com Cat","76"
"1999","Tocantins","Doença do Trabalho-Com Cat","17"
"1999","Maranhão","Típico-Com Cat","721"
"1999","Maranhão","Trajeto-Com Cat","119"
"1999","Maranhão","Doença do Trabalho-Com Cat","62"
"1999","Piauí","Típico-Com Cat","399"
"1999","Piauí","Trajeto-Com Cat","127"
"1999","Piauí","Doença do Trabalho-Com Cat","18"
"1999","Ceará","Típico-Com Cat","2660"
"1999","Ceará","Trajeto-Com Cat","623"
"1999","Ceará","Doença do Trabalho-Com Cat","340"
"1999","Rio Grande do Norte","Típico-Com Cat","1374"
"1999","Rio Grande do Norte","Trajeto-Com Cat","216"
"1999","Rio Grande do Norte","Doença do Trabalho-Com Cat","59"
"1999","Paraíba","Típico-Com Cat","845"
"1999","Paraíba","Trajeto-Com Cat","166"
"1999","Paraíba","Doença do Trabalho-Com Cat","122"
"1999","Pernambuco","Típico-Com Cat","4783"
"1999","Pernambuco","Trajeto-Com Cat","892"
"1999","Pernambuco","Doença do Trabalho-Com Cat","380"
"1999","Alagoas","Típico-Com Cat","2410"
"1999","Alagoas","Trajeto-Com Cat","196"
"1999","Alagoas","Doença do Trabalho-Com Cat","99"
"1999","Sergipe","Típico-Com Cat","931"
"1999","Sergipe","Trajeto-Com Cat","127"
"1999","Sergipe","Doença do Trabalho-Com Cat","146"
"1999","Bahia","Típico-Com Cat","5779"
"1999","Bahia","Trajeto-Com Cat","855"
"1999","Bahia","Doença do Trabalho-Com Cat","952"
"1999","Minas Gerais","Típico-Com Cat","40771"
"1999","Minas Gerais","Trajeto-Com Cat","3833"
"1999","Minas Gerais","Doença do Trabalho-Com Cat","3108"
"1999","Espírito Santo","Típico-Com Cat","4977"
"1999","Espírito Santo","Trajeto-Com Cat","576"
"1999","Espírito Santo","Doença do Trabalho-Com Cat","272"
"1999","Rio de Janeiro","Típico-Com Cat","18580"
"1999","Rio de Janeiro","Trajeto-Com Cat","3845"
"1999","Rio de Janeiro","Doença do Trabalho-Com Cat","1421"
"1999","São Paulo","Típico-Com Cat","145745"
"1999","São Paulo","Trajeto-Com Cat","15295"
"1999","São Paulo","Doença do Trabalho-Com Cat","11622"
"1999","Paraná","Típico-Com Cat","24319"
"1999","Paraná","Trajeto-Com Cat","2247"
"1999","Paraná","Doença do Trabalho-Com Cat","879"
"1999","Santa Catarina","Típico-Com Cat","20489"
"1999","Santa Catarina","Trajeto-Com Cat","2281"
"1999","Santa Catarina","Doença do Trabalho-Com Cat","704"
"1999","Rio Grande do Sul","Típico-Com Cat","30576"
"1999","Rio Grande do Sul","Trajeto-Com Cat","2827"
"1999","Rio Grande do Sul","Doença do Trabalho-Com Cat","2284"
"1999","Mato Grosso do Sul","Típico-Com Cat","2943"
"1999","Mato Grosso do Sul","Trajeto-Com Cat","364"
"1999","Mato Grosso do Sul","Doença do Trabalho-Com Cat","103"
"1999","Mato Grosso","Típico-Com Cat","3238"
"1999","Mato Grosso","Trajeto-Com Cat","303"
"1999","Mato Grosso","Doença do Trabalho-Com Cat","115"
"1999","Goiás","Típico-Com Cat","5116"
"1999","Goiás","Trajeto-Com Cat","1153"
"1999","Goiás","Doença do Trabalho-Com Cat","332"
"1999","Distrito Federal","Típico-Com Cat","2321"
"1999","Distrito Federal","Trajeto-Com Cat","480"
"1999","Distrito Federal","Doença do Trabalho-Com Cat","227"
"2000","Rondônia","Típico-Com Cat","1553"
"2000","Rondônia","Trajeto-Com Cat","247"
"2000","Rondônia","Doença do Trabalho-Com Cat","39"
"2000","Acre","Típico-Com Cat","199"
"2000","Acre","Trajeto-Com Cat","32"
"2000","Acre","Doença do Trabalho-Com Cat","4"
"2000","Amazonas","Típico-Com Cat","2001"
"2000","Amazonas","Trajeto-Com Cat","243"
"2000","Amazonas","Doença do Trabalho-Com Cat","237"
"2000","Roraima","Típico-Com Cat","61"
"2000","Roraima","Trajeto-Com Cat","31"
"2000","Roraima","Doença do Trabalho-Com Cat","2"
"2000","Pará","Típico-Com Cat","3575"
"2000","Pará","Trajeto-Com Cat","517"
"2000","Pará","Doença do Trabalho-Com Cat","231"
"2000","Amapá","Típico-Com Cat","165"
"2000","Amapá","Trajeto-Com Cat","47"
"2000","Amapá","Doença do Trabalho-Com Cat","5"
"2000","Tocantins","Típico-Com Cat","593"
"2000","Tocantins","Trajeto-Com Cat","98"
"2000","Tocantins","Doença do Trabalho-Com Cat","13"
"2000","Maranhão","Típico-Com Cat","788"
"2000","Maranhão","Trajeto-Com Cat","172"
"2000","Maranhão","Doença do Trabalho-Com Cat","66"
"2000","Piauí","Típico-Com Cat","424"
"2000","Piauí","Trajeto-Com Cat","123"
"2000","Piauí","Doença do Trabalho-Com Cat","19"
"2000","Ceará","Típico-Com Cat","2752"
"2000","Ceará","Trajeto-Com Cat","637"
"2000","Ceará","Doença do Trabalho-Com Cat","200"
"2000","Rio Grande do Norte","Típico-Com Cat","1212"
"2000","Rio Grande do Norte","Trajeto-Com Cat","252"
"2000","Rio Grande do Norte","Doença do Trabalho-Com Cat","49"
"2000","Paraíba","Típico-Com Cat","1138"
"2000","Paraíba","Trajeto-Com Cat","189"
"2000","Paraíba","Doença do Trabalho-Com Cat","153"
"2000","Pernambuco","Típico-Com Cat","4475"
"2000","Pernambuco","Trajeto-Com Cat","869"
"2000","Pernambuco","Doença do Trabalho-Com Cat","254"
"2000","Alagoas","Típico-Com Cat","2749"
"2000","Alagoas","Trajeto-Com Cat","240"
"2000","Alagoas","Doença do Trabalho-Com Cat","85"
"2000","Sergipe","Típico-Com Cat","904"
"2000","Sergipe","Trajeto-Com Cat","135"
"2000","Sergipe","Doença do Trabalho-Com Cat","119"
"2000","Bahia","Típico-Com Cat","7575"
"2000","Bahia","Trajeto-Com Cat","1000"
"2000","Bahia","Doença do Trabalho-Com Cat","1472"
"2000","Minas Gerais","Típico-Com Cat","35393"
"2000","Minas Gerais","Trajeto-Com Cat","3703"
"2000","Minas Gerais","Doença do Trabalho-Com Cat","2115"
"2000","Espírito Santo","Típico-Com Cat","5492"
"2000","Espírito Santo","Trajeto-Com Cat","703"
"2000","Espírito Santo","Doença do Trabalho-Com Cat","286"
"2000","Rio de Janeiro","Típico-Com Cat","18119"
"2000","Rio de Janeiro","Trajeto-Com Cat","3605"
"2000","Rio de Janeiro","Doença do Trabalho-Com Cat","1192"
"2000","São Paulo","Típico-Com Cat","124096"
"2000","São Paulo","Trajeto-Com Cat","15137"
"2000","São Paulo","Doença do Trabalho-Com Cat","8334"
"2000","Paraná","Típico-Com Cat","22508"
"2000","Paraná","Trajeto-Com Cat","2313"
"2000","Paraná","Doença do Trabalho-Com Cat","750"
"2000","Santa Catarina","Típico-Com Cat","21796"
"2000","Santa Catarina","Trajeto-Com Cat","2727"
"2000","Santa Catarina","Doença do Trabalho-Com Cat","927"
"2000","Rio Grande do Sul","Típico-Com Cat","32237"
"2000","Rio Grande do Sul","Trajeto-Com Cat","3456"
"2000","Rio Grande do Sul","Doença do Trabalho-Com Cat","2315"
"2000","Mato Grosso do Sul","Típico-Com Cat","3481"
"2000","Mato Grosso do Sul","Trajeto-Com Cat","485"
"2000","Mato Grosso do Sul","Doença do Trabalho-Com Cat","122"
"2000","Mato Grosso","Típico-Com Cat","3568"
"2000","Mato Grosso","Trajeto-Com Cat","420"
"2000","Mato Grosso","Doença do Trabalho-Com Cat","117"
"2000","Goiás","Típico-Com Cat","5633"
"2000","Goiás","Trajeto-Com Cat","1194"
"2000","Goiás","Doença do Trabalho-Com Cat","280"
"2000","Distrito Federal","Típico-Com Cat","2476"
"2000","Distrito Federal","Trajeto-Com Cat","725"
"2000","Distrito Federal","Doença do Trabalho-Com Cat","219"
"2001","Rondônia","Típico-Com Cat","1559"
"2001","Rondônia","Trajeto-Com Cat","262"
"2001","Rondônia","Doença do Trabalho-Com Cat","32"
"2001","Acre","Típico-Com Cat","180"
"2001","Acre","Trajeto-Com Cat","42"
"2001","Acre","Doença do Trabalho-Com Cat","2"
"2001","Amazonas","Típico-Com Cat","1992"
"2001","Amazonas","Trajeto-Com Cat","281"
"2001","Amazonas","Doença do Trabalho-Com Cat","264"
"2001","Roraima","Típico-Com Cat","51"
"2001","Roraima","Trajeto-Com Cat","40"
"2001","Roraima","Doença do Trabalho-Com Cat","4"
"2001","Pará","Típico-Com Cat","4219"
"2001","Pará","Trajeto-Com Cat","556"
"2001","Pará","Doença do Trabalho-Com Cat","295"
"2001","Amapá","Típico-Com Cat","251"
"2001","Amapá","Trajeto-Com Cat","54"
"2001","Amapá","Doença do Trabalho-Com Cat","3"
"2001","Tocantins","Típico-Com Cat","813"
"2001","Tocantins","Trajeto-Com Cat","107"
"2001","Tocantins","Doença do Trabalho-Com Cat","20"
"2001","Maranhão","Típico-Com Cat","876"
"2001","Maranhão","Trajeto-Com Cat","171"
"2001","Maranhão","Doença do Trabalho-Com Cat","54"
"2001","Piauí","Típico-Com Cat","372"
"2001","Piauí","Trajeto-Com Cat","111"
"2001","Piauí","Doença do Trabalho-Com Cat","24"
"2001","Ceará","Típico-Com Cat","2457"
"2001","Ceará","Trajeto-Com Cat","635"
"2001","Ceará","Doença do Trabalho-Com Cat","273"
"2001","Rio Grande do Norte","Típico-Com Cat","1508"
"2001","Rio Grande do Norte","Trajeto-Com Cat","282"
"2001","Rio Grande do Norte","Doença do Trabalho-Com Cat","66"
"2001","Paraíba","Típico-Com Cat","1313"
"2001","Paraíba","Trajeto-Com Cat","191"
"2001","Paraíba","Doença do Trabalho-Com Cat","132"
"2001","Pernambuco","Típico-Com Cat","4583"
"2001","Pernambuco","Trajeto-Com Cat","836"
"2001","Pernambuco","Doença do Trabalho-Com Cat","495"
"2001","Alagoas","Típico-Com Cat","2328"
"2001","Alagoas","Trajeto-Com Cat","205"
"2001","Alagoas","Doença do Trabalho-Com Cat","67"
"2001","Sergipe","Típico-Com Cat","856"
"2001","Sergipe","Trajeto-Com Cat","137"
"2001","Sergipe","Doença do Trabalho-Com Cat","154"
"2001","Bahia","Típico-Com Cat","6504"
"2001","Bahia","Trajeto-Com Cat","1044"
"2001","Bahia","Doença do Trabalho-Com Cat","1385"
"2001","Minas Gerais","Típico-Com Cat","32266"
