"Ano","Idade","Motivo/Situação","Sexo","Qte Acidentes","Situação"
"2007","70 Anos e Mais","Trajeto-Com Cat","Feminino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Trajeto-Com Cat","Masculino","2","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2007","70 Anos e Mais","Trajeto-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Trajeto-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","3","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Feminino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2007","70 Anos e Mais","Trajeto-Com Cat","Masculino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Feminino","1","Com Cat Registrada"
"2007","70 Anos e Mais","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2007","Ignorada","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","6","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","61","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","7","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","16","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","182","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","24","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","53","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","503","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","24","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","132","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","4","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","976","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","28","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Masculino","5","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","319","Sem Cat Registrada"
"2007","Até 19 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1319","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","23","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","547","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","4","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1597","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","28","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","720","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1733","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","23","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","862","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1798","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","21","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","971","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","2007","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","12","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","1170","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","20 a 24 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","2166","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","29","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","5","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1300","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","5","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","2333","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","26","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1429","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","2229","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","24","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1445","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","7","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","2340","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","27","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1512","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","2294","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","19","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","1473","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","25 a 29 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2313","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","21","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1601","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","5","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2387","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","20","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","5","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1588","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","5","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2320","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","30","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1498","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2487","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","23","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","4","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1548","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","5","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","2303","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","36","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1524","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","6","Sem Cat Registrada"
"2007","30 a 34 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2435","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","23","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1613","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","4","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2446","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1569","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","6","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2335","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1551","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","8","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2441","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","39","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","4","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1597","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","9","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","2418","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","36","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Masculino","6","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1568","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","7","Sem Cat Registrada"
"2007","35 a 39 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2539","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","34","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1661","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","8","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2382","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","28","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1615","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","11","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2414","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","41","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1696","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","12","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2371","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","42","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1609","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","10","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2438","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","36","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Masculino","5","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1625","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","13","Sem Cat Registrada"
"2007","40 a 44 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2362","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","42","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1580","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","17","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2097","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1525","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","7","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2224","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","33","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1578","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","8","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2109","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","31","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1486","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","16","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","2086","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","28","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1533","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","13","Sem Cat Registrada"
"2007","45 a 49 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","2022","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","4","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","1498","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","10","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1896","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","38","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","1381","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","15","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1847","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","40","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","1241","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","17","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1710","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","24","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","1218","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","12","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1512","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","27","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","1014","Sem Cat Registrada"
"2007","50 a 54 Anos","Sem Cat","Feminino","11","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1472","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","24","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","790","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","3","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1324","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","590","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1182","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","27","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","555","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1072","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","32","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","453","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","1030","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Masculino","16","Sem Cat Registrada"
"2007","55 a 59 Anos","Sem Cat","Feminino","327","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","749","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","7","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","219","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","491","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","2","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","124","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","414","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","81","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","379","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","76","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","314","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","60 a 64 Anos","Sem Cat","Feminino","54","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","140","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Feminino","41","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","42","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Feminino","25","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","40","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Feminino","8","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","31","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Feminino","13","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Masculino","14","Sem Cat Registrada"
"2007","65 a 69 Anos","Sem Cat","Feminino","12","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","9","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","6","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","4","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","4","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","1","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","3","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","6","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","1","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Feminino","2","Sem Cat Registrada"
"2007","70 Anos e Mais","Sem Cat","Masculino","1","Sem Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","24","Com Cat Registrada"
"2008","Ignorada","Doença do Trabalho-Com Cat","Masculino","1","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Masculino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Feminino","7","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Feminino","3","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Feminino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Feminino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","3","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","2","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Feminino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","5","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Masculino","3","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Feminino","1","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","37","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Masculino","3","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Feminino","8","Com Cat Registrada"
"2008","Ignorada","Doença do Trabalho-Com Cat","Feminino","2","Com Cat Registrada"
"2008","Ignorada","Típico-Com Cat","Masculino","12","Com Cat Registrada"
"2008","Ignorada","Trajeto-Com Cat","Masculino","1","Com Cat Registrada"
"2008","Até 19 Anos","Típico-Com Cat","Masculino","10","Com Cat Registrada"
"2008","Até 19 Anos","Típico-Com Cat","Feminino","3","Com Cat Registrada"
"2008","Até 19 Anos","Típico-Com Cat","Masculino","4","Com Cat Registrada"
"2008","Até 19 Anos","Trajeto-Com Cat","Masculino","3","Com Cat Registrada"
"2008","Até 19 Anos","Típico-Com Cat","Masculino","8","Com Cat Registrada"
"2008","Até 19 Anos","Trajeto-Com Cat","Masculino","3","Com Cat Registrada"
