"Ano","Parte atingida","Motivo/Situação","Qte Acidentes","Situação"
"2005","Aparelho Circulatório","Típico-Com Cat","86","Com Cat Registrada"
"2005","Aparelho Circulatório","Doença do Trabalho-Com Cat","101","Com Cat Registrada"
"2005","Aparelho Circulatório","Trajeto-Com Cat","26","Com Cat Registrada"
"2005","Aparelho Respiratório","Típico-Com Cat","803","Com Cat Registrada"
"2005","Aparelho Respiratório","Doença do Trabalho-Com Cat","337","Com Cat Registrada"
"2005","Aparelho Respiratório","Trajeto-Com Cat","59","Com Cat Registrada"
"2005","Sistema Nervoso","Típico-Com Cat","3005","Com Cat Registrada"
"2005","Sistema Nervoso","Doença do Trabalho-Com Cat","699","Com Cat Registrada"
"2005","Sistema Nervoso","Trajeto-Com Cat","155","Com Cat Registrada"
"2005","Aparelho Digestivo","Típico-Com Cat","357","Com Cat Registrada"
"2005","Aparelho Digestivo","Doença do Trabalho-Com Cat","69","Com Cat Registrada"
"2005","Aparelho Digestivo","Trajeto-Com Cat","13","Com Cat Registrada"
"2005","Aparelho Gênito-Urinário","Típico-Com Cat","315","Com Cat Registrada"
"2005","Aparelho Gênito-Urinário","Doença do Trabalho-Com Cat","47","Com Cat Registrada"
"2005","Aparelho Gênito-Urinário","Trajeto-Com Cat","74","Com Cat Registrada"
"2005","Sistema Músculo-Esquelético","Típico-Com Cat","326","Com Cat Registrada"
"2005","Sistema Músculo-Esquelético","Doença do Trabalho-Com Cat","91","Com Cat Registrada"
"2005","Sistema Músculo-Esquelético","Trajeto-Com Cat","80","Com Cat Registrada"
"2005","Sistemas e Aparelhos, não Informado","Típico-Com Cat","224","Com Cat Registrada"
"2005","Sistemas e Aparelhos, não Informado","Doença do Trabalho-Com Cat","116","Com Cat Registrada"
"2005","Sistemas e Aparelhos, não Informado","Trajeto-Com Cat","48","Com Cat Registrada"
"2006","Ignorada","Típico-Com Cat","3","Com Cat Registrada"
"2006","Crânio (Inclusive Encéfalo)","Típico-Com Cat","891","Com Cat Registrada"
"2006","Crânio (Inclusive Encéfalo)","Doença do Trabalho-Com Cat","47","Com Cat Registrada"
"2006","Crânio (Inclusive Encéfalo)","Trajeto-Com Cat","530","Com Cat Registrada"
"2006","Ouvido (Externo, Médio, Interno, Audição e Eq","Típico-Com Cat","1255","Com Cat Registrada"
"2006","Ouvido (Externo, Médio, Interno, Audição e Eq","Doença do Trabalho-Com Cat","3259","Com Cat Registrada"
"2006","Ouvido (Externo, Médio, Interno, Audição e Eq","Trajeto-Com Cat","39","Com Cat Registrada"
"2006","Olho (Inclusive Nervo Ótico e Visão)","Típico-Com Cat","17111","Com Cat Registrada"
"2006","Olho (Inclusive Nervo Ótico e Visão)","Doença do Trabalho-Com Cat","110","Com Cat Registrada"
"2006","Olho (Inclusive Nervo Ótico e Visão)","Trajeto-Com Cat","389","Com Cat Registrada"
"2006","Nariz (Inclusive Fossas Nasais, Seios da Face","Típico-Com Cat","1519","Com Cat Registrada"
"2006","Nariz (Inclusive Fossas Nasais, Seios da Face","Doença do Trabalho-Com Cat","21","Com Cat Registrada"
"2006","Nariz (Inclusive Fossas Nasais, Seios da Face","Trajeto-Com Cat","306","Com Cat Registrada"
"2006","Boca (Inclusive Lábios, Dentes, Língua, Garga","Típico-Com Cat","1849","Com Cat Registrada"
"2006","Boca (Inclusive Lábios, Dentes, Língua, Garga","Doença do Trabalho-Com Cat","205","Com Cat Registrada"
"2006","Boca (Inclusive Lábios, Dentes, Língua, Garga","Trajeto-Com Cat","336","Com Cat Registrada"
"2006","Mandíbula (Inclusive Queixo)","Típico-Com Cat","580","Com Cat Registrada"
"2006","Mandíbula (Inclusive Queixo)","Doença do Trabalho-Com Cat","3","Com Cat Registrada"
"2006","Mandíbula (Inclusive Queixo)","Trajeto-Com Cat","209","Com Cat Registrada"
"2006","Face, Partes Múltiplas","Típico-Com Cat","6095","Com Cat Registrada"
"2006","Face, Partes Múltiplas","Doença do Trabalho-Com Cat","49","Com Cat Registrada"
"2006","Face, Partes Múltiplas","Trajeto-Com Cat","1270","Com Cat Registrada"
"2006","Cabeça, Partes Múltiplas","Típico-Com Cat","4697","Com Cat Registrada"
"2006","Cabeça, Partes Múltiplas","Doença do Trabalho-Com Cat","131","Com Cat Registrada"
"2006","Cabeça, Partes Múltiplas","Trajeto-Com Cat","2051","Com Cat Registrada"
"2006","Cabeça, não Informado","Típico-Com Cat","10179","Com Cat Registrada"
"2006","Cabeça, não Informado","Doença do Trabalho-Com Cat","333","Com Cat Registrada"
"2006","Cabeça, não Informado","Trajeto-Com Cat","2146","Com Cat Registrada"
"2006","Braço (Entre O Punho e O Ombro)","Típico-Com Cat","13765","Com Cat Registrada"
"2006","Braço (Entre O Punho e O Ombro)","Doença do Trabalho-Com Cat","2706","Com Cat Registrada"
"2006","Braço (Entre O Punho e O Ombro)","Trajeto-Com Cat","3671","Com Cat Registrada"
"2006","Braço (Acima do Cotovelo)","Típico-Com Cat","4594","Com Cat Registrada"
"2006","Braço (Acima do Cotovelo)","Doença do Trabalho-Com Cat","424","Com Cat Registrada"
"2006","Braço (Acima do Cotovelo)","Trajeto-Com Cat","1278","Com Cat Registrada"
"2006","Pescoço","Típico-Com Cat","1455","Com Cat Registrada"
"2006","Pescoço","Doença do Trabalho-Com Cat","59","Com Cat Registrada"
"2006","Pescoço","Trajeto-Com Cat","439","Com Cat Registrada"
"2006","Cotovelo","Típico-Com Cat","3485","Com Cat Registrada"
"2006","Cotovelo","Doença do Trabalho-Com Cat","659","Com Cat Registrada"
"2006","Cotovelo","Trajeto-Com Cat","1032","Com Cat Registrada"
"2006","Antebraço (Entre O Punho e O Cotovelo)","Típico-Com Cat","15750","Com Cat Registrada"
"2006","Antebraço (Entre O Punho e O Cotovelo)","Doença do Trabalho-Com Cat","1523","Com Cat Registrada"
"2006","Antebraço (Entre O Punho e O Cotovelo)","Trajeto-Com Cat","3155","Com Cat Registrada"
"2006","Punho","Típico-Com Cat","8604","Com Cat Registrada"
"2006","Punho","Doença do Trabalho-Com Cat","2225","Com Cat Registrada"
"2006","Punho","Trajeto-Com Cat","1602","Com Cat Registrada"
"2006","Mão (Exceto Punho ou Dedos)","Típico-Com Cat","37208","Com Cat Registrada"
"2006","Mão (Exceto Punho ou Dedos)","Doença do Trabalho-Com Cat","771","Com Cat Registrada"
"2006","Mão (Exceto Punho ou Dedos)","Trajeto-Com Cat","2793","Com Cat Registrada"
"2006","Dedo","Típico-Com Cat","118997","Com Cat Registrada"
"2006","Dedo","Doença do Trabalho-Com Cat","453","Com Cat Registrada"
"2006","Dedo","Trajeto-Com Cat","3677","Com Cat Registrada"
"2006","Membros Superiores, Partes Múltiplas","Típico-Com Cat","2980","Com Cat Registrada"
"2006","Membros Superiores, Partes Múltiplas","Doença do Trabalho-Com Cat","1355","Com Cat Registrada"
"2006","Membros Superiores, Partes Múltiplas","Trajeto-Com Cat","1225","Com Cat Registrada"
"2006","Membros Superiores, não Informado","Típico-Com Cat","3800","Com Cat Registrada"
"2006","Membros Superiores, não Informado","Doença do Trabalho-Com Cat","2884","Com Cat Registrada"
"2006","Membros Superiores, não Informado","Trajeto-Com Cat","959","Com Cat Registrada"
"2006","Ombro","Típico-Com Cat","9840","Com Cat Registrada"
"2006","Ombro","Doença do Trabalho-Com Cat","4868","Com Cat Registrada"
"2006","Ombro","Trajeto-Com Cat","3773","Com Cat Registrada"
"2006","Tórax (Inclusive Órgãos Internos)","Típico-Com Cat","3638","Com Cat Registrada"
"2006","Tórax (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","116","Com Cat Registrada"
"2006","Tórax (Inclusive Órgãos Internos)","Trajeto-Com Cat","998","Com Cat Registrada"
"2006","Dorso (Inclusive Músculos Dorsais, Coluna e M","Típico-Com Cat","21115","Com Cat Registrada"
"2006","Dorso (Inclusive Músculos Dorsais, Coluna e M","Doença do Trabalho-Com Cat","3947","Com Cat Registrada"
"2006","Dorso (Inclusive Músculos Dorsais, Coluna e M","Trajeto-Com Cat","2284","Com Cat Registrada"
"2006","Abdome (Inclusive Órgãos Internos)","Típico-Com Cat","3072","Com Cat Registrada"
"2006","Abdome (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","281","Com Cat Registrada"
"2006","Abdome (Inclusive Órgãos Internos)","Trajeto-Com Cat","885","Com Cat Registrada"
"2006","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Típico-Com Cat","2441","Com Cat Registrada"
"2006","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Doença do Trabalho-Com Cat","78","Com Cat Registrada"
"2006","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Trajeto-Com Cat","659","Com Cat Registrada"
"2006","Tronco, Parte Múltiplas","Típico-Com Cat","1914","Com Cat Registrada"
"2006","Tronco, Parte Múltiplas","Doença do Trabalho-Com Cat","146","Com Cat Registrada"
"2006","Tronco, Parte Múltiplas","Trajeto-Com Cat","705","Com Cat Registrada"
"2006","Tronco, não Informado","Típico-Com Cat","1898","Com Cat Registrada"
"2006","Tronco, não Informado","Doença do Trabalho-Com Cat","112","Com Cat Registrada"
"2006","Tronco, não Informado","Trajeto-Com Cat","337","Com Cat Registrada"
"2006","Perna (Entre O Tornozelo e a Pélvis)","Típico-Com Cat","11852","Com Cat Registrada"
"2006","Perna (Entre O Tornozelo e a Pélvis)","Doença do Trabalho-Com Cat","113","Com Cat Registrada"
"2006","Perna (Entre O Tornozelo e a Pélvis)","Trajeto-Com Cat","4122","Com Cat Registrada"
"2006","Coxa","Típico-Com Cat","2684","Com Cat Registrada"
"2006","Coxa","Doença do Trabalho-Com Cat","35","Com Cat Registrada"
"2006","Coxa","Trajeto-Com Cat","474","Com Cat Registrada"
"2006","Joelho","Típico-Com Cat","19043","Com Cat Registrada"
"2006","Joelho","Doença do Trabalho-Com Cat","339","Com Cat Registrada"
"2006","Joelho","Trajeto-Com Cat","6255","Com Cat Registrada"
"2006","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Típico-Com Cat","12524","Com Cat Registrada"
"2006","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Doença do Trabalho-Com Cat","119","Com Cat Registrada"
"2006","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Trajeto-Com Cat","4754","Com Cat Registrada"
"2006","Articulação do Tornozelo","Típico-Com Cat","11426","Com Cat Registrada"
"2006","Articulação do Tornozelo","Doença do Trabalho-Com Cat","87","Com Cat Registrada"
"2006","Articulação do Tornozelo","Trajeto-Com Cat","4720","Com Cat Registrada"
"2006","Pé (Exceto Artelhos)","Típico-Com Cat","30048","Com Cat Registrada"
"2006","Pé (Exceto Artelhos)","Doença do Trabalho-Com Cat","170","Com Cat Registrada"
"2006","Pé (Exceto Artelhos)","Trajeto-Com Cat","6515","Com Cat Registrada"
"2006","Artelho","Típico-Com Cat","1883","Com Cat Registrada"
"2006","Artelho","Doença do Trabalho-Com Cat","18","Com Cat Registrada"
"2006","Artelho","Trajeto-Com Cat","218","Com Cat Registrada"
"2006","Membros Inferiores, Partes Múltiplas","Típico-Com Cat","1845","Com Cat Registrada"
"2006","Membros Inferiores, Partes Múltiplas","Doença do Trabalho-Com Cat","94","Com Cat Registrada"
"2006","Membros Inferiores, Partes Múltiplas","Trajeto-Com Cat","1177","Com Cat Registrada"
"2006","Membros Inferiores, não Informado","Típico-Com Cat","3285","Com Cat Registrada"
"2006","Membros Inferiores, não Informado","Doença do Trabalho-Com Cat","90","Com Cat Registrada"
"2006","Membros Inferiores, não Informado","Trajeto-Com Cat","1245","Com Cat Registrada"
"2006","Partes Múltiplas","Típico-Com Cat","8490","Com Cat Registrada"
"2006","Partes Múltiplas","Doença do Trabalho-Com Cat","602","Com Cat Registrada"
"2006","Partes Múltiplas","Trajeto-Com Cat","7797","Com Cat Registrada"
"2006","Sistemas e Aparelhos","Típico-Com Cat","662","Com Cat Registrada"
"2006","Sistemas e Aparelhos","Doença do Trabalho-Com Cat","332","Com Cat Registrada"
"2006","Sistemas e Aparelhos","Trajeto-Com Cat","198","Com Cat Registrada"
"2006","Aparelho Circulatório","Típico-Com Cat","85","Com Cat Registrada"
"2006","Aparelho Circulatório","Doença do Trabalho-Com Cat","141","Com Cat Registrada"
"2006","Aparelho Circulatório","Trajeto-Com Cat","17","Com Cat Registrada"
"2006","Aparelho Respiratório","Típico-Com Cat","681","Com Cat Registrada"
"2006","Aparelho Respiratório","Doença do Trabalho-Com Cat","330","Com Cat Registrada"
"2006","Aparelho Respiratório","Trajeto-Com Cat","59","Com Cat Registrada"
"2006","Sistema Nervoso","Típico-Com Cat","3005","Com Cat Registrada"
"2006","Sistema Nervoso","Doença do Trabalho-Com Cat","518","Com Cat Registrada"
"2006","Sistema Nervoso","Trajeto-Com Cat","128","Com Cat Registrada"
"2006","Aparelho Digestivo","Típico-Com Cat","214","Com Cat Registrada"
"2006","Aparelho Digestivo","Doença do Trabalho-Com Cat","151","Com Cat Registrada"
"2006","Aparelho Digestivo","Trajeto-Com Cat","15","Com Cat Registrada"
"2006","Aparelho Gênito-Urinário","Típico-Com Cat","292","Com Cat Registrada"
"2006","Aparelho Gênito-Urinário","Doença do Trabalho-Com Cat","62","Com Cat Registrada"
"2006","Aparelho Gênito-Urinário","Trajeto-Com Cat","67","Com Cat Registrada"
"2006","Sistema Músculo-Esquelético","Típico-Com Cat","411","Com Cat Registrada"
"2006","Sistema Músculo-Esquelético","Doença do Trabalho-Com Cat","94","Com Cat Registrada"
"2006","Sistema Músculo-Esquelético","Trajeto-Com Cat","85","Com Cat Registrada"
"2006","Sistemas e Aparelhos, não Informado","Típico-Com Cat","261","Com Cat Registrada"
"2006","Sistemas e Aparelhos, não Informado","Doença do Trabalho-Com Cat","110","Com Cat Registrada"
"2006","Sistemas e Aparelhos, não Informado","Trajeto-Com Cat","42","Com Cat Registrada"
"2007","Ignorada","Doença do Trabalho-Com Cat","1","Com Cat Registrada"
"2007","Crânio (Inclusive Encéfalo)","Típico-Com Cat","950","Com Cat Registrada"
"2007","Crânio (Inclusive Encéfalo)","Doença do Trabalho-Com Cat","30","Com Cat Registrada"
"2007","Crânio (Inclusive Encéfalo)","Trajeto-Com Cat","578","Com Cat Registrada"
"2007","Ouvido (Externo, Médio, Interno, Audição e Eq","Típico-Com Cat","1337","Com Cat Registrada"
"2007","Ouvido (Externo, Médio, Interno, Audição e Eq","Doença do Trabalho-Com Cat","2468","Com Cat Registrada"
"2007","Ouvido (Externo, Médio, Interno, Audição e Eq","Trajeto-Com Cat","44","Com Cat Registrada"
"2007","Olho (Inclusive Nervo Ótico e Visão)","Típico-Com Cat","18970","Com Cat Registrada"
"2007","Olho (Inclusive Nervo Ótico e Visão)","Doença do Trabalho-Com Cat","101","Com Cat Registrada"
"2007","Olho (Inclusive Nervo Ótico e Visão)","Trajeto-Com Cat","412","Com Cat Registrada"
"2007","Nariz (Inclusive Fossas Nasais, Seios da Face","Típico-Com Cat","1607","Com Cat Registrada"
"2007","Nariz (Inclusive Fossas Nasais, Seios da Face","Doença do Trabalho-Com Cat","17","Com Cat Registrada"
"2007","Nariz (Inclusive Fossas Nasais, Seios da Face","Trajeto-Com Cat","312","Com Cat Registrada"
"2007","Boca (Inclusive Lábios, Dentes, Língua, Garga","Típico-Com Cat","2003","Com Cat Registrada"
"2007","Boca (Inclusive Lábios, Dentes, Língua, Garga","Doença do Trabalho-Com Cat","142","Com Cat Registrada"
"2007","Boca (Inclusive Lábios, Dentes, Língua, Garga","Trajeto-Com Cat","371","Com Cat Registrada"
"2007","Mandíbula (Inclusive Queixo)","Típico-Com Cat","645","Com Cat Registrada"
"2007","Mandíbula (Inclusive Queixo)","Doença do Trabalho-Com Cat","5","Com Cat Registrada"
"2007","Mandíbula (Inclusive Queixo)","Trajeto-Com Cat","221","Com Cat Registrada"
"2007","Face, Partes Múltiplas","Típico-Com Cat","6690","Com Cat Registrada"
"2007","Face, Partes Múltiplas","Doença do Trabalho-Com Cat","40","Com Cat Registrada"
"2007","Face, Partes Múltiplas","Trajeto-Com Cat","1346","Com Cat Registrada"
"2007","Cabeça, Partes Múltiplas","Típico-Com Cat","4558","Com Cat Registrada"
"2007","Cabeça, Partes Múltiplas","Doença do Trabalho-Com Cat","71","Com Cat Registrada"
"2007","Cabeça, Partes Múltiplas","Trajeto-Com Cat","2079","Com Cat Registrada"
"2007","Cabeça, não Informado","Típico-Com Cat","10908","Com Cat Registrada"
"2007","Cabeça, não Informado","Doença do Trabalho-Com Cat","305","Com Cat Registrada"
"2007","Cabeça, não Informado","Trajeto-Com Cat","2162","Com Cat Registrada"
"2007","Braço (Entre O Punho e O Ombro)","Típico-Com Cat","13247","Com Cat Registrada"
"2007","Braço (Entre O Punho e O Ombro)","Doença do Trabalho-Com Cat","1747","Com Cat Registrada"
"2007","Braço (Entre O Punho e O Ombro)","Trajeto-Com Cat","3871","Com Cat Registrada"
"2007","Braço (Acima do Cotovelo)","Típico-Com Cat","4267","Com Cat Registrada"
"2007","Braço (Acima do Cotovelo)","Doença do Trabalho-Com Cat","242","Com Cat Registrada"
"2007","Braço (Acima do Cotovelo)","Trajeto-Com Cat","1243","Com Cat Registrada"
"2007","Pescoço","Típico-Com Cat","1596","Com Cat Registrada"
"2007","Pescoço","Doença do Trabalho-Com Cat","62","Com Cat Registrada"
"2007","Pescoço","Trajeto-Com Cat","466","Com Cat Registrada"
"2007","Cotovelo","Típico-Com Cat","3549","Com Cat Registrada"
"2007","Cotovelo","Doença do Trabalho-Com Cat","471","Com Cat Registrada"
"2007","Cotovelo","Trajeto-Com Cat","1045","Com Cat Registrada"
"2007","Antebraço (Entre O Punho e O Cotovelo)","Típico-Com Cat","16009","Com Cat Registrada"
"2007","Antebraço (Entre O Punho e O Cotovelo)","Doença do Trabalho-Com Cat","977","Com Cat Registrada"
"2007","Antebraço (Entre O Punho e O Cotovelo)","Trajeto-Com Cat","3255","Com Cat Registrada"
"2007","Punho","Típico-Com Cat","8717","Com Cat Registrada"
"2007","Punho","Doença do Trabalho-Com Cat","1682","Com Cat Registrada"
"2007","Punho","Trajeto-Com Cat","1768","Com Cat Registrada"
"2007","Mão (Exceto Punho ou Dedos)","Típico-Com Cat","37547","Com Cat Registrada"
"2007","Mão (Exceto Punho ou Dedos)","Doença do Trabalho-Com Cat","552","Com Cat Registrada"
"2007","Mão (Exceto Punho ou Dedos)","Trajeto-Com Cat","2785","Com Cat Registrada"
"2007","Dedo","Típico-Com Cat","126524","Com Cat Registrada"
"2007","Dedo","Doença do Trabalho-Com Cat","376","Com Cat Registrada"
"2007","Dedo","Trajeto-Com Cat","4079","Com Cat Registrada"
"2007","Membros Superiores, Partes Múltiplas","Típico-Com Cat","2977","Com Cat Registrada"
"2007","Membros Superiores, Partes Múltiplas","Doença do Trabalho-Com Cat","967","Com Cat Registrada"
"2007","Membros Superiores, Partes Múltiplas","Trajeto-Com Cat","1313","Com Cat Registrada"
"2007","Membros Superiores, não Informado","Típico-Com Cat","3853","Com Cat Registrada"
"2007","Membros Superiores, não Informado","Doença do Trabalho-Com Cat","2188","Com Cat Registrada"
"2007","Membros Superiores, não Informado","Trajeto-Com Cat","1063","Com Cat Registrada"
"2007","Ombro","Típico-Com Cat","9367","Com Cat Registrada"
"2007","Ombro","Doença do Trabalho-Com Cat","3792","Com Cat Registrada"
"2007","Ombro","Trajeto-Com Cat","4034","Com Cat Registrada"
"2007","Tórax (Inclusive Órgãos Internos)","Típico-Com Cat","3504","Com Cat Registrada"
"2007","Tórax (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","82","Com Cat Registrada"
"2007","Tórax (Inclusive Órgãos Internos)","Trajeto-Com Cat","1067","Com Cat Registrada"
"2007","Dorso (Inclusive Músculos Dorsais, Coluna e M","Típico-Com Cat","19250","Com Cat Registrada"
"2007","Dorso (Inclusive Músculos Dorsais, Coluna e M","Doença do Trabalho-Com Cat","2932","Com Cat Registrada"
"2007","Dorso (Inclusive Músculos Dorsais, Coluna e M","Trajeto-Com Cat","2347","Com Cat Registrada"
"2007","Abdome (Inclusive Órgãos Internos)","Típico-Com Cat","2715","Com Cat Registrada"
"2007","Abdome (Inclusive Órgãos Internos)","Doença do Trabalho-Com Cat","225","Com Cat Registrada"
"2007","Abdome (Inclusive Órgãos Internos)","Trajeto-Com Cat","857","Com Cat Registrada"
"2007","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Típico-Com Cat","2447","Com Cat Registrada"
"2007","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Doença do Trabalho-Com Cat","55","Com Cat Registrada"
"2007","Quadris (Inclusive Pélvis, Órgãos Pélvicos e","Trajeto-Com Cat","696","Com Cat Registrada"
"2007","Tronco, Parte Múltiplas","Típico-Com Cat","2015","Com Cat Registrada"
"2007","Tronco, Parte Múltiplas","Doença do Trabalho-Com Cat","115","Com Cat Registrada"
"2007","Tronco, Parte Múltiplas","Trajeto-Com Cat","808","Com Cat Registrada"
"2007","Tronco, não Informado","Típico-Com Cat","1968","Com Cat Registrada"
"2007","Tronco, não Informado","Doença do Trabalho-Com Cat","96","Com Cat Registrada"
"2007","Tronco, não Informado","Trajeto-Com Cat","402","Com Cat Registrada"
"2007","Perna (Entre O Tornozelo e a Pélvis)","Típico-Com Cat","11858","Com Cat Registrada"
"2007","Perna (Entre O Tornozelo e a Pélvis)","Doença do Trabalho-Com Cat","80","Com Cat Registrada"
"2007","Perna (Entre O Tornozelo e a Pélvis)","Trajeto-Com Cat","4207","Com Cat Registrada"
"2007","Coxa","Típico-Com Cat","2829","Com Cat Registrada"
"2007","Coxa","Doença do Trabalho-Com Cat","18","Com Cat Registrada"
"2007","Coxa","Trajeto-Com Cat","497","Com Cat Registrada"
"2007","Joelho","Típico-Com Cat","19155","Com Cat Registrada"
"2007","Joelho","Doença do Trabalho-Com Cat","324","Com Cat Registrada"
"2007","Joelho","Trajeto-Com Cat","6637","Com Cat Registrada"
"2007","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Típico-Com Cat","12088","Com Cat Registrada"
"2007","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Doença do Trabalho-Com Cat","98","Com Cat Registrada"
"2007","Perna (Do Tornozelo, Exclusive, ao Joelho, Ex","Trajeto-Com Cat","4940","Com Cat Registrada"
"2007","Articulação do Tornozelo","Típico-Com Cat","11929","Com Cat Registrada"
"2007","Articulação do Tornozelo","Doença do Trabalho-Com Cat","61","Com Cat Registrada"
"2007","Articulação do Tornozelo","Trajeto-Com Cat","4947","Com Cat Registrada"
"2007","Pé (Exceto Artelhos)","Típico-Com Cat","30163","Com Cat Registrada"
"2007","Pé (Exceto Artelhos)","Doença do Trabalho-Com Cat","156","Com Cat Registrada"
"2007","Pé (Exceto Artelhos)","Trajeto-Com Cat","6657","Com Cat Registrada"
"2007","Artelho","Típico-Com Cat","1887","Com Cat Registrada"
"2007","Artelho","Doença do Trabalho-Com Cat","12","Com Cat Registrada"
"2007","Artelho","Trajeto-Com Cat","224","Com Cat Registrada"
"2007","Membros Inferiores, Partes Múltiplas","Típico-Com Cat","1790","Com Cat Registrada"
"2007","Membros Inferiores, Partes Múltiplas","Doença do Trabalho-Com Cat","74","Com Cat Registrada"
"2007","Membros Inferiores, Partes Múltiplas","Trajeto-Com Cat","1349","Com Cat Registrada"
"2007","Membros Inferiores, não Informado","Típico-Com Cat","3396","Com Cat Registrada"
"2007","Membros Inferiores, não Informado","Doença do Trabalho-Com Cat","82","Com Cat Registrada"
"2007","Membros Inferiores, não Informado","Trajeto-Com Cat","1451","Com Cat Registrada"
"2007","Partes Múltiplas","Típico-Com Cat","9110","Com Cat Registrada"
"2007","Partes Múltiplas","Doença do Trabalho-Com Cat","375","Com Cat Registrada"
"2007","Partes Múltiplas","Trajeto-Com Cat","8853","Com Cat Registrada"
"2007","Sistemas e Aparelhos","Típico-Com Cat","587","Com Cat Registrada"
"2007","Sistemas e Aparelhos","Doença do Trabalho-Com Cat","218","Com Cat Registrada"
"2007","Sistemas e Aparelhos","Trajeto-Com Cat","168","Com Cat Registrada"
"2007","Aparelho Circulatório","Típico-Com Cat","80","Com Cat Registrada"
"2007","Aparelho Circulatório","Doença do Trabalho-Com Cat","82","Com Cat Registrada"
"2007","Aparelho Circulatório","Trajeto-Com Cat","17","Com Cat Registrada"
"2007","Aparelho Respiratório","Típico-Com Cat","952","Com Cat Registrada"
"2007","Aparelho Respiratório","Doença do Trabalho-Com Cat","254","Com Cat Registrada"
"2007","Aparelho Respiratório","Trajeto-Com Cat","39","Com Cat Registrada"
"2007","Sistema Nervoso","Típico-Com Cat","2860","Com Cat Registrada"
"2007","Sistema Nervoso","Doença do Trabalho-Com Cat","503","Com Cat Registrada"
"2007","Sistema Nervoso","Trajeto-Com Cat","165","Com Cat Registrada"
"2007","Aparelho Digestivo","Típico-Com Cat","353","Com Cat Registrada"
"2007","Aparelho Digestivo","Doença do Trabalho-Com Cat","74","Com Cat Registrada"
"2007","Aparelho Digestivo","Trajeto-Com Cat","10","Com Cat Registrada"
"2007","Aparelho Gênito-Urinário","Típico-Com Cat","290","Com Cat Registrada"
"2007","Aparelho Gênito-Urinário","Doença do Trabalho-Com Cat","54","Com Cat Registrada"
"2007","Aparelho Gênito-Urinário","Trajeto-Com Cat","82","Com Cat Registrada"
"2007","Sistema Músculo-Esquelético","Típico-Com Cat","349","Com Cat Registrada"
"2007","Sistema Músculo-Esquelético","Doença do Trabalho-Com Cat","79","Com Cat Registrada"
"2007","Sistema Músculo-Esquelético","Trajeto-Com Cat","106","Com Cat Registrada"
"2007","Sistemas e Aparelhos, não Informado","Típico-Com Cat","140","Com Cat Registrada"
"2007","Sistemas e Aparelhos, não Informado","Doença do Trabalho-Com Cat","89","Com Cat Registrada"
"2007","Sistemas e Aparelhos, não Informado","Trajeto-Com Cat","32","Com Cat Registrada"
"2007","Ignorada","Sem Cat","139412","Sem Cat Registrada"
"2007","Ignorada","Sem Cat","1549","Sem Cat Registrada"
"2007","Ignorada","Sem Cat","28","Sem Cat Registrada"
"2007","Ignorada","Sem Cat","119","Sem Cat Registrada"
"2008","Crânio (Inclusive Encéfalo)","Típico-Com Cat","910","Com Cat Registrada"
"2008","Crânio (Inclusive Encéfalo)","Doença do Trabalho-Com Cat","34","Com Cat Registrada"
"2008","Crânio (Inclusive Encéfalo)","Trajeto-Com Cat","583","Com Cat Registrada"
"2008","Ouvido (Externo, Médio, Interno, Audição e Eq","Típico-Com Cat","977","Com Cat Registrada"
"2008","Ouvido (Externo, Médio, Interno, Audição e Eq","Doença do Trabalho-Com Cat","1762","Com Cat Registrada"
"2008","Ouvido (Externo, Médio, Interno, Audição e Eq","Trajeto-Com Cat","31","Com Cat Registrada"
"2008","Olho (Inclusive Nervo Ótico e Visão)","Típico-Com Cat","19729","Com Cat Registrada"
"2008","Olho (Inclusive Nervo Ótico e Visão)","Doença do Trabalho-Com Cat","99","Com Cat Registrada"
"2008","Olho (Inclusive Nervo Ótico e Visão)","Trajeto-Com Cat","399","Com Cat Registrada"
"2008","Nariz (Inclusive Fossas Nasais, Seios da Face","Típico-Com Cat","1794","Com Cat Registrada"
"2008","Nariz (Inclusive Fossas Nasais, Seios da Face","Doença do Trabalho-Com Cat","85","Com Cat Registrada"
"2008","Nariz (Inclusive Fossas Nasais, Seios da Face","Trajeto-Com Cat","317","Com Cat Registrada"
"2008","Boca (Inclusive Lábios, Dentes, Língua, Garga","Típico-Com Cat","2250","Com Cat Registrada"
"2008","Boca (Inclusive Lábios, Dentes, Língua, Garga","Doença do Trabalho-Com Cat","138","Com Cat Registrada"
"2008","Boca (Inclusive Lábios, Dentes, Língua, Garga","Trajeto-Com Cat","344","Com Cat Registrada"
"2008","Mandíbula (Inclusive Queixo)","Típico-Com Cat","687","Com Cat Registrada"
